smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
O=C(CC(F)(F)F)N1CCN(C(=O)c2cnc3sccn3c2=O)CC1,<bos>,F,C,(,F,),(,F,),C,C=O,<5>,C1CNCCN1,<2>,C=O,<2>,O=c1ccnc2sccn12,<eos>,,,,,,,,,,,,,,,,,,,,
CC(C)(C)NC(=O)C1C(c2ccccc2)CCCN1C(N)=O,<bos>,C,C,(,C,),(,C,),N,C=O,<4>,C1CCNCC1,<3>,<5>,(,<0>,c1ccccc1,),C=O,N,<eos>,,,,,,,,,,,,,,,,
CC(C)NC(=O)Cn1cnc2ccc(Br)cc2c1=O,<bos>,C,C,(,C,),N,C=O,C,<2>,O=c1[nH]cnc2ccccc12,<8>,Br,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NCCCn1ncccc1=O)c1ncoc1-c1ccco1,<bos>,c1ccoc1,<4>,<1>,c1cocn1,<0>,C=O,N,C,C,C,<6>,O=c1cccn[nH]1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc2c(C(=O)COc3ccc(F)cc3)nccc2c(N)c1OC,<bos>,C,O,<1>,c1ccc2cnccc2c1,<4>,<0>,(,O,C,),<9>,(,N,),C=O,C,O,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,
CCc1ccc2oc(C(=O)N3CC(O)CC3CO)c(C)c2c1,<bos>,C,C,<0>,c1ccc2occc2c1,<5>,<6>,(,C,),C=O,<3>,C1CCNC1,<2>,<0>,(,O,),C,O,<eos>,,,,,,,,,,,,,,,,,
Cc1cc(C(=O)NCCCn2nc(C)cc2C)nc(N(C)C)n1,<bos>,C,N,(,C,),<3>,c1cncnc1,<1>,<5>,(,C,),C=O,N,C,C,C,<3>,c1cn[nH]c1,<1>,<4>,(,C,),C,<eos>,,,,,,,,,,,
COc1cc(F)cc2sc(NC(=O)CCOCC3CC3)nc12,<bos>,C,O,<8>,c1ccc2scnc2c1,<5>,<1>,(,F,),N,C=O,C,C,O,C,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,
OCC(c1ccccc1)C(O)c1cccs1,<bos>,O,C,(,<4>,c1ccsc1,),C,(,<0>,c1ccccc1,),C,O,<eos>,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)CCNC(=O)Cc1ccc(Cl)cc1Cl,<bos>,Cl,<0>,c1ccccc1,<3>,<4>,(,Cl,),C,C=O,N,C,C,C=O,N,<eos>,,,,,,,,,,,,,,,,,,,,,
CCCCN(C)C(=O)CN1C(=O)COc2ccc(Cl)cc21,<bos>,C,C,C,C,N,(,C,),C=O,C,<10>,O=C1COc2ccccc2N1,<7>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,
O=C(NCCCc1c[nH]c2ccccc12)c1ccc2c(c1)OCCO2,<bos>,c1ccc2c(c1)OCCO2,<0>,C=O,N,C,C,C,<6>,c1ccc2[nH]ccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1c(C(=O)Nc2cnn(C(C)C)c2)cnn1-c1ccccn1,<bos>,C,<4>,c1cn[nH]c1,<0>,<3>,(,<2>,c1ccncc1,),C=O,N,<0>,c1cn[nH]c1,<3>,C,(,C,),C,<eos>,,,,,,,,,,,,,,,,,
CC1CN(CCn2cnc3scc(-c4ccccc4)c3c2=O)CC(C)O1,<bos>,C,<1>,C1COCCN1,<5>,<3>,(,C,),C,C,<2>,O=c1[nH]cnc2sccc12,<8>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,
COc1ccc(NCc2nnc(C(C)(C)C)o2)cc1F,<bos>,C,C,(,C,),(,C,),<0>,c1nnco1,<3>,C,N,<0>,c1ccccc1,<3>,<4>,(,F,),O,C,<eos>,,,,,,,,,,,,,,
Cc1ccc(Cc2nn(C)c(=O)n2Cc2ccccc2)cc1,<bos>,c1ccccc1,<0>,C,<2>,O=c1[nH]cn[nH]1,<3>,<5>,(,C,),C,<3>,c1ccccc1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)N1CCC(NC(=O)NCc2nc(C)sc2C)CC1,<bos>,C,<3>,c1cscn1,<0>,<1>,(,C,),C,N,C=O,N,<0>,C1CCNCC1,<3>,C=O,O,C,C,<eos>,,,,,,,,,,,,,,,,,
COc1cccc(-c2nc(COc3ccc(C)cc3)no2)c1,<bos>,C,O,<0>,c1ccccc1,<4>,<2>,c1ncon1,<0>,C,O,<0>,c1ccccc1,<3>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCc1noc(CC)c1CN(C)C(=O)c1cc(O)cc2cccnc12,<bos>,O,<0>,c1ccc2ncccc2c1,<2>,C=O,N,(,C,),C,<0>,c1cnoc1,<1>,<4>,(,C,C,),C,C,<eos>,,,,,,,,,,,,,,,,
Cc1cc(NCC(O)c2cccc(Cl)c2)ccn1,<bos>,Cl,<4>,c1ccccc1,<0>,C,(,O,),C,N,<0>,c1ccncc1,<4>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cn1ccn(Cc2ccc(F)c(Cl)c2)c(=O)c1=O,<bos>,F,<3>,c1ccccc1,<0>,<4>,(,Cl,),C,<5>,O=c1[nH]cc[nH]c1=O,<2>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,
N#Cc1ccc(OCC(=O)N2CCCC2c2ccccn2)cc1,<bos>,C#N,<0>,c1ccccc1,<3>,O,C,C=O,<3>,C1CCNC1,<4>,<2>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
,<bos>,F,<3>,c1ccccc1,<0>,<2>,O=c1[nH]c(=O)c2sccc2[nH]1,<6>,C,C,C#N,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)c1cn(-c2cccs2)nc1-c1ccc(F)cc1,<bos>,C,O,C=O,<0>,c1cn[nH]c1,<1>,<3>,(,<4>,c1ccsc1,),<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C(OCn1cnnn1)c1cc2cc(Cl)ccc2o1,<bos>,Cl,<0>,c1ccc2occc2c1,<5>,C=O,O,C,<4>,c1nnn[nH]1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CCC(=O)NCCc1c(Cl)cccc1Cl,<bos>,Cl,<0>,c1ccccc1,<5>,<4>,(,Cl,),C,C,N,C=O,C,C,C=O,O,C,C,<eos>,,,,,,,,,,,,,,,,,,
COC(=O)c1ccc(C(=O)Nc2cc(C)ccc2OC)o1,<bos>,C,O,<3>,c1ccccc1,<4>,<0>,(,C,),N,C=O,<2>,c1ccoc1,<4>,C=O,O,C,<eos>,,,,,,,,,,,,,,,,,,,
CC(C(=O)Oc1cc(Cl)ccc1Cl)n1ccnc1,<bos>,Cl,<0>,c1ccccc1,<4>,<3>,(,Cl,),O,C=O,C,(,C,),<2>,c1c[nH]cn1,<eos>,,,,,,,,,,,,,,,,,,,,
COc1ccc(N2S(=O)(=O)c3ccccc3S2(=O)=O)cc1OC,<bos>,C,O,<3>,c1ccccc1,<0>,<4>,(,O,C,),<3>,O=S1(=O)NS(=O)(=O)c2ccccc21,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)NC1CCCN(C(=O)c2cnc3sccn3c2=O)C1,<bos>,C,C=O,N,<1>,C1CCNCC1,<3>,C=O,<2>,O=c1ccnc2sccn12,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(C(=O)N(C)Cc2cc(C)on2)cc1C(C)C,<bos>,C,C,(,C,),<4>,c1ccccc1,<0>,<3>,(,O,C,),C=O,N,(,C,),C,<1>,c1cnoc1,<4>,C,<eos>,,,,,,,,,,,,,
O=C(NCCOCC(F)(F)F)NCc1ccc2c(c1)OCO2,<bos>,F,C,(,F,),(,F,),C,O,C,C,N,C=O,N,C,<0>,c1ccc2c(c1)OCO2,<eos>,,,,,,,,,,,,,,,,,,
CCN(C(=O)c1ccc(OC)c(OC)c1)c1ccc(C)cc1,<bos>,C,O,<3>,c1ccccc1,<0>,<4>,(,O,C,),C=O,N,(,C,C,),<0>,c1ccccc1,<3>,C,<eos>,,,,,,,,,,,,,,,,
Cc1ccc(CCCC(=O)N2CC(C)CCC2C)s1,<bos>,C,<1>,C1CCNCC1,<3>,<4>,(,C,),C=O,C,C,C,<4>,c1ccsc1,<2>,C,<eos>,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CSc1nc2ccccc2n1CC(N)=O,<bos>,C,C,O,C=O,C,S,<5>,c1ccc2[nH]cnc2c1,<4>,C,C=O,N,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C(=O)NCc2nc(-c3cc4ccccc4o3)no2)cc1,<bos>,C,<0>,c1ccccc1,<3>,C=O,N,C,<2>,c1ncon1,<0>,<5>,c1ccc2occc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)COC(=O)c1ccc(NCc2ccc(C)cc2)cc1,<bos>,C,N,C=O,C,O,C=O,<0>,c1ccccc1,<3>,N,C,<0>,c1ccccc1,<3>,C,<eos>,,,,,,,,,,,,,,,,,,,,,
N#CCCc1c(N)nc(C2CCc3sccc3C2)nc1N,<bos>,N,<1>,c1cncnc1,<0>,<5>,(,N,),<3>,(,<7>,c1cc2c(s1)CCCC2,),C,C,C#N,<eos>,,,,,,,,,,,,,,,,,,,,
c1ccc(Cn2cc(NCc3ccc4c(c3)OCO4)cn2)cc1,<bos>,c1ccccc1,<0>,C,<3>,c1cn[nH]c1,<0>,N,C,<0>,c1ccc2c(c1)OCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOc1ccc(N(C)S(=O)(=O)c2ccc(OC)cc2C)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,<4>,(,C,),O=[SH2]=O,N,(,C,),<3>,c1ccccc1,<0>,O,C,C,<eos>,,,,,,,,,,,,,,,,
COC(=O)c1cc(=O)c2cccc(OC)c2[nH]1,<bos>,C,O,<6>,O=c1cc[nH]c2ccccc12,<3>,C=O,O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC(C)NC(=O)C(C)Oc1cccc(N2CCOCC2)c1,<bos>,C,C,C,(,C,),N,C=O,C,(,C,),O,<0>,c1ccccc1,<4>,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,,
Cc1ccc(CNC(=O)Cc2noc(COc3ccccc3)n2)cc1,<bos>,C,<0>,c1ccccc1,<3>,C,N,C=O,C,<0>,c1ncon1,<2>,C,O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,
C=CCn1c(C2CC(=O)N(CCc3ccccc3)C2)nc2ccccc21,<bos>,C=C,<0>,C,<4>,c1ccc2[nH]cnc2c1,<5>,<3>,O=C1CCCN1,<5>,C,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cn1cc(NC(=O)Nc2ccc3c(c2)OC2(CCCC2)O3)ccc1=O,<bos>,C,<6>,O=c1cccc[nH]1,<4>,N,C=O,N,<0>,c1ccc2c(c1)OC1(CCCC1)O2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSc1cccc(NC(=O)NCCc2ccccn2)c1,<bos>,C,S,<0>,c1ccccc1,<4>,N,C=O,N,C,C,<2>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
Cc1n[nH]c(C)c1CCC(=O)N1CCCC1c1ccsc1,<bos>,C,<1>,c1cn[nH]c1,<0>,<4>,(,C,),C,C,C=O,<3>,C1CCNC1,<4>,<0>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,
CCn1c(C)cc(C(=O)NCc2cc(-c3cccs3)on2)c1C,<bos>,C,C,<3>,c1cc[nH]c1,<0>,<2>,(,C,),<4>,(,C,),C=O,N,C,<1>,c1cnoc1,<4>,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,
COCCOc1ccc(NC(=O)c2cc(C(N)=O)cn2C)cc1F,<bos>,N,C=O,<0>,c1cc[nH]c1,<2>,<3>,(,C,),C=O,N,<0>,c1ccccc1,<3>,<4>,(,F,),O,C,C,O,C,<eos>,,,,,,,,,,,,,
CCNS(=O)(=O)c1cn(-c2ncccc2C)nc1C,<bos>,C,<1>,c1ccncc1,<2>,<3>,c1cn[nH]c1,<0>,<1>,(,C,),O=[SH2]=O,N,C,C,<eos>,,,,,,,,,,,,,,,,,,,,,
COC(=O)c1nccnc1C(=O)NCCC(=O)Nc1ccccc1,<bos>,C,O,C=O,<4>,c1cnccn1,<3>,C=O,N,C,C,C=O,N,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CC(=O)Oc1ccc(-c2n[nH]c(C)c2N)cc1Cl,<bos>,C,<4>,c1cn[nH]c1,<1>,<0>,(,N,),<0>,c1ccccc1,<3>,<4>,(,Cl,),O,C=O,C,<eos>,,,,,,,,,,,,,,,,,,
COc1cccc(OC)c1OCCC(=O)N1CCCC(c2nncn2C)C1,<bos>,C,O,<0>,c1ccccc1,<5>,<4>,(,O,C,),O,C,C,C=O,<3>,C1CCNCC1,<1>,<0>,c1nnc[nH]1,<4>,C,<eos>,,,,,,,,,,,,,,,
Cc1c(C(=O)N2CCC(O)C2)cnn1-c1ccccc1,<bos>,C,<4>,c1cn[nH]c1,<0>,<3>,(,<0>,c1ccccc1,),C=O,<3>,C1CCNC1,<0>,O,<eos>,,,,,,,,,,,,,,,,,,,,,,
CC(C)CCS(=O)(=O)N1CCC(C(=O)OC(C)C)CC1,<bos>,C,C,(,C,),C,C,O=[SH2]=O,<3>,C1CCNCC1,<0>,C=O,O,C,(,C,),C,<eos>,,,,,,,,,,,,,,,,,,
C=CCN1CC(C(=O)NC(C(=O)OC)C(C)C)CC1=O,<bos>,C,O,C=O,C,(,C,(,C,),C,),N,C=O,<3>,O=C1CCCN1,<5>,C,<0>,C=C,<eos>,,,,,,,,,,,,,,,,,
CCNC(=O)c1ccc(NC(=O)NCCCOC)cc1,<bos>,C,C,N,C=O,<0>,c1ccccc1,<3>,N,C=O,N,C,C,C,O,C,<eos>,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1ccc(C(=O)NCc2cccnc2-n2cncn2)s1,<bos>,C,C,O,C=O,<2>,c1ccsc1,<4>,C=O,N,C,<1>,c1ccncc1,<2>,<3>,c1nc[nH]n1,<eos>,,,,,,,,,,,,,,,,,,,,,
COC(=O)CNC(=O)Nc1ccc(-c2ccc(C)cc2F)cc1,<bos>,F,<4>,c1ccccc1,<3>,<0>,(,C,),<3>,c1ccccc1,<0>,N,C=O,N,C,C=O,O,C,<eos>,,,,,,,,,,,,,,,,,,
CC(=O)c1ccc(NC(=O)CN(C)S(=O)(=O)c2ccccc2)cc1C,<bos>,C,C=O,<3>,c1ccccc1,<0>,<4>,(,C,),N,C=O,C,N,(,C,),O=[SH2]=O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,
Cc1cc(C(=O)N2CCc3ncnc(NCC4CC4)c3CC2)no1,<bos>,C,<4>,c1cnoc1,<1>,C=O,<8>,c1ncc2c(n1)CCNCC2,<2>,N,C,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccccc1CC1Oc2ccc(O)cc2N(C)C1=O,<bos>,C,<10>,O=C1COc2ccccc2N1,<2>,<7>,(,O,),C,<5>,c1ccccc1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cc1nnc(SCC(=O)N(C)c2ccccc2)n1-c1ccccc1,<bos>,C,<0>,c1nnc[nH]1,<3>,<4>,(,<0>,c1ccccc1,),S,C,C=O,N,(,<0>,c1ccccc1,),C,<eos>,,,,,,,,,,,,,,,,,,
Cc1ccoc1C(=O)NC1=CS(=O)(=O)c2ccccc21,<bos>,C,<0>,c1ccoc1,<4>,C=O,N,<4>,O=S1(=O)C=Cc2ccccc21,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC(NC(=O)Cn1cncn1)c1c(C)cc(C)cc1C,<bos>,C,<2>,c1ccccc1,<3>,<0>,(,C,),<4>,(,C,),C,(,C,C,),N,C=O,C,<3>,c1nc[nH]n1,<eos>,,,,,,,,,,,,,,
CC(c1ccncc1)N(C)c1ccc(S(C)(=O)=O)cc1,<bos>,C,C,(,<0>,c1ccncc1,),N,(,C,),<0>,c1ccccc1,<3>,O=[SH2]=O,C,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1cc(NC(=O)NCCc2c(C)n[nH]c2C)c2ncccc2c1,<bos>,C,<1>,c1cn[nH]c1,<0>,<4>,(,C,),C,C,N,C=O,N,<2>,c1ccc2ncccc2c1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,
COC(=O)C(NC(=O)c1cc2c(s1)CCC2)C(C)C,<bos>,C,O,C=O,C,(,C,(,C,),C,),N,C=O,<0>,c1cc2c(s1)CCC2,<eos>,,,,,,,,,,,,,,,,,,,,,
CC=CCOc1c[nH]c2ccc(N3CCCNC3=O)cc12,<bos>,C,<0>,C=C,<1>,C,O,<6>,c1ccc2[nH]ccc2c1,<0>,<2>,O=C1NCCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1nnc(C2CC2)n1C)C(=O)c1cncc(Br)c1,<bos>,C,<4>,c1nnc[nH]1,<0>,<3>,(,<0>,C1CC1,),C,N,(,C,),C=O,<1>,c1ccncc1,<5>,Br,<eos>,,,,,,,,,,,,,,,,,
COc1ncc(S(=O)(=O)Nc2ccc(F)cc2)c(C)n1,<bos>,C,O,<3>,c1cncnc1,<0>,<5>,(,C,),O=[SH2]=O,N,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)c(NC(=O)n2[nH]c(=O)c3ccccc3c2=O)c(C)c1,<bos>,C,<0>,c1ccccc1,<3>,<2>,(,C,),<4>,(,C,),N,C=O,<3>,O=c1[nH][nH]c(=O)c2ccccc12,<eos>,,,,,,,,,,,,,,,,,,,,
CSc1n[nH]c2ncnc(NCCc3ccccc3F)c12,<bos>,C,S,<4>,c1ncc2cn[nH]c2n1,<2>,N,C,C,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
Fc1cccc(-n2cccc2)c1NCc1nnc2ccccn12,<bos>,F,<0>,c1ccccc1,<5>,<4>,(,<3>,c1cc[nH]c1,),N,C,<4>,c1ccn2cnnc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(OCC(N)=O)c(S(=O)(=O)N(C)CC2CC2)c1,<bos>,C1CC1,<0>,C,N,(,C,),O=[SH2]=O,<4>,c1ccccc1,<3>,<0>,(,C,),O,C,C=O,N,<eos>,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(S(=O)(=O)NC(C)c2cccs2)cc1,<bos>,c1ccsc1,<4>,C,(,C,),N,O=[SH2]=O,<3>,c1ccccc1,<0>,N,C=O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
CC(C)C(Cn1nnc(-c2nc(N)cc(N)n2)n1)c1ccccc1,<bos>,C,C,(,C,),C,(,<0>,c1ccccc1,),C,<3>,c1nn[nH]n1,<0>,<3>,c1cncnc1,<1>,<5>,(,N,),N,<eos>,,,,,,,,,,,,,,
COC(=O)c1cccc(N(C)S(=O)(=O)c2ccc(C)cc2)c1,<bos>,C,<0>,c1ccccc1,<3>,O=[SH2]=O,N,(,C,),<0>,c1ccccc1,<4>,C=O,O,C,<eos>,,,,,,,,,,,,,,,,,,,,,
COCC(NC(=O)CCC1CCCC1)C(N)=O,<bos>,C,O,C,C,(,C=O,N,),N,C=O,C,C,<0>,C1CCCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(NC(=O)c2cnc3n(c2=O)CCS3)c1,<bos>,C,<0>,c1ccccc1,<4>,N,C=O,<2>,O=c1ccnc2n1CCS2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(OCCSc2nnc(C)n2C2CC2)c1C,<bos>,C,<0>,c1ccccc1,<4>,<5>,(,C,),O,C,C,S,<0>,c1nnc[nH]1,<3>,<4>,(,<0>,C1CC1,),C,<eos>,,,,,,,,,,,,,,,
C=CCCN(C)C(=O)CN(C)C(=O)c1cc(-c2ccco2)on1,<bos>,c1ccoc1,<4>,<4>,c1cnoc1,<1>,C=O,N,(,C,),C,C=O,N,(,C,),C,C,<0>,C=C,<eos>,,,,,,,,,,,,,,,,
Cc1c(Cl)cccc1NC(=O)CCc1nc(-c2cccnc2)no1,<bos>,C,<5>,c1ccccc1,<4>,<0>,(,Cl,),N,C=O,C,C,<2>,c1ncon1,<0>,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,
CC(C)CNC(=O)CSc1nc2ccccc2n1C,<bos>,C,C,(,C,),C,N,C=O,C,S,<5>,c1ccc2[nH]cnc2c1,<4>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCCc1nc(C(=O)Nc2ccc3c(c2)COC3)cs1,<bos>,C,C,C,<3>,c1cscn1,<0>,C=O,N,<0>,c1ccc2c(c1)COC2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1CN(CCn2nc3ccccn3c2=O)CCN1S(C)(=O)=O,<bos>,C,O=[SH2]=O,<5>,C1CNCCN1,<2>,<0>,(,C,),C,C,<2>,O=c1[nH]nc2ccccn12,<eos>,,,,,,,,,,,,,,,,,,,,,,,
O=C(c1ccc(F)c(S(=O)(=O)N2CCCC2)c1)N1CCCC1,<bos>,C1CCNC1,<3>,C=O,<0>,c1ccccc1,<4>,<3>,(,F,),O=[SH2]=O,<3>,C1CCNC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(F)ccc1S(=O)(=O)NCc1cscn1,<bos>,C,<4>,c1ccccc1,<3>,<0>,(,F,),O=[SH2]=O,N,C,<0>,c1cscn1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
O=S(=O)(c1ccc(Br)cn1)N1CCCCCC1,<bos>,Br,<1>,c1ccncc1,<4>,O=[SH2]=O,<4>,C1CCCNCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nc(CN(CC2CC2)C(=O)CCc2cccs2)cs1,<bos>,C,<3>,c1cscn1,<0>,C,N,(,C,<0>,C1CC1,),C=O,C,C,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,
CC(C)c1cc(C(=O)NCCCNC(=O)c2cccc(O)c2)[nH]n1,<bos>,C,C,(,C,),<1>,c1cn[nH]c1,<4>,C=O,N,C,C,C,N,C=O,<0>,c1ccccc1,<4>,O,<eos>,,,,,,,,,,,,,,,,,
COc1cc(OC)cc(C(=O)NCc2ccco2)c1,<bos>,C,O,<0>,c1ccccc1,<4>,<2>,(,O,C,),C=O,N,C,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,,,,,
Cn1cc(CNC(=O)CCC(=O)N2CCN(c3ncccn3)CC2)cn1,<bos>,C,<3>,c1cn[nH]c1,<0>,C,N,C=O,C,C,C=O,<2>,C1CNCCN1,<5>,<3>,c1cncnc1,<eos>,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CCN1C(=O)COc2ccccc21,<bos>,C,C,O,C=O,C,C,<10>,O=C1COc2ccccc2N1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(=O)[nH]c(SCc2ccccc2Cl)n1,<bos>,C,<3>,O=c1ccnc[nH]1,<5>,S,C,<0>,c1ccccc1,<5>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NCCCN1CCOCC1)C1CCCN(c2ncccn2)C1,<bos>,C1COCCN1,<5>,C,C,C,N,C=O,<1>,C1CCNCC1,<3>,<3>,c1cncnc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NCCCNC(=O)N1CCc2ccccc2C1)c1ccc[nH]1,<bos>,c1cc[nH]c1,<4>,C=O,N,C,C,C,N,C=O,<8>,c1ccc2c(c1)CCNC2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CC1Cc2ccccc2N1S(=O)(=O)CC1CCCc2ccccc21,<bos>,C,<7>,c1ccc2c(c1)CCN2,<8>,O=[SH2]=O,C,<9>,c1ccc2c(c1)CCCC2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cn1nccc1CNC(=O)c1c[nH]nc1-c1ccc(Cl)cc1,<bos>,C,<3>,c1cn[nH]c1,<4>,C,N,C=O,<0>,c1cn[nH]c1,<1>,<0>,c1ccccc1,<3>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(NC(=O)CSc2nnc(-c3ccccc3)n2C)no1,<bos>,C,<4>,c1nnc[nH]1,<0>,<3>,(,<0>,c1ccccc1,),S,C,C=O,N,<1>,c1cnoc1,<4>,C,<eos>,,,,,,,,,,,,,,,,,,,
Cc1ccc(NC(=O)c2cc3ccccn3n2)cc1C,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,C,),N,C=O,<5>,c1ccn2nccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
Cc1noc(C(C)OC(=O)c2sc3c(c2C#N)CCCCC3)n1,<bos>,C,<0>,c1ncon1,<2>,C,(,C,),O,C=O,<0>,c1cc2c(s1)CCCCC2,<1>,C#N,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCc1onc(C)c1NC(=O)c1cnc(SC)nc1C,<bos>,C,C,<4>,c1cnoc1,<0>,<1>,(,C,),N,C=O,<0>,c1cncnc1,<3>,<5>,(,C,),S,C,<eos>,,,,,,,,,,,,,,,,
Cc1noc(C)c1CN1CCCC(C(=O)NCc2ccc(C(F)(F)F)s2)C1,<bos>,C,<1>,c1cnoc1,<0>,<4>,(,C,),C,<3>,C1CCNCC1,<1>,C=O,N,C,<2>,c1ccsc1,<4>,C,(,F,),(,F,),F,<eos>,,,,,,,,,,
CC(=O)c1ccc(NC(=O)Cc2ccccc2C)cc1,<bos>,C,<0>,c1ccccc1,<5>,C,C=O,N,<0>,c1ccccc1,<3>,C=O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)c1ccc(OC)c(NC(=O)COCc2ccccc2C)c1,<bos>,C,N,C=O,<0>,c1ccccc1,<4>,<3>,(,O,C,),N,C=O,C,O,C,<0>,c1ccccc1,<5>,C,<eos>,,,,,,,,,,,,,,,,
O=C(NCCCn1cccn1)C12CC3CC(CC(C3)C1)C2,<bos>,c1cn[nH]c1,<3>,C,C,C,N,C=O,<7>,C1C2CC3CC1CC(C2)C3,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(OCC(O)CN2CCOC(Cc3ccc(F)cc3)C2)cc1,<bos>,C,<0>,c1ccccc1,<3>,O,C,C,(,O,),C,<5>,C1COCCN1,<1>,C,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,,
CC(NC(=O)C1CC(=O)N(C)C1)c1ccc2c(c1)OCO2,<bos>,C,C,(,<0>,c1ccc2c(c1)OCO2,),N,C=O,<3>,O=C1CCCN1,<5>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
C=CCNC(=O)c1ccc(NC(=O)c2cccnc2)cc1,<bos>,C=C,<0>,C,N,C=O,<0>,c1ccccc1,<3>,N,C=O,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
