smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
O=C(COc1ccccn1)N(CCO)Cc1ccccc1,<bos>,c1ccncc1,<2>,O,C,C=O,N,(,C,C,O,),C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCc1nnc2sc(C3CCc4ccccc4N3)nn12,<bos>,C,C,<3>,c1nn2cnnc2s1,<0>,<8>,c1ccc2c(c1)CCCN2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(C(=O)CN2C(=O)C(O)(Cl)c3ccccc32)cc1C,<bos>,O,<2>,O=C1Cc2ccccc2N1,<9>,<2>,(,Cl,),C,C=O,<0>,c1ccccc1,<3>,<4>,(,C,),O,C,<eos>,,,,,,,,,,,,,,,,,,
CN(Cc1ccc(=O)n(C)c1)c1nc(C(C)(C)C)nc2c1cnn2C,<bos>,C,C,(,C,),(,C,),<0>,c1ncc2cn[nH]c2n1,<2>,<6>,(,C,),N,(,C,),C,<4>,O=c1cccc[nH]1,<6>,C,<eos>,,,,,,,,,,,,,
COc1cccc(C(=O)Nc2ccc3nc(C)oc3c2)c1O,<bos>,C,O,<0>,c1ccccc1,<4>,<5>,(,O,),C=O,N,<1>,c1ccc2ocnc2c1,<5>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(N(C)C)nc(CN(C)S(=O)(=O)c2ccc(C)s2)n1,<bos>,C,N,(,C,),<5>,c1cncnc1,<3>,<1>,(,C,),C,N,(,C,),O=[SH2]=O,<2>,c1ccsc1,<4>,C,<eos>,,,,,,,,,,,,,,,
COCc1cc(C)nc(N2CCN(c3ccc(Cl)cc3)CC2)c1N,<bos>,C,O,C,<0>,c1ccncc1,<4>,<2>,(,C,),<5>,(,N,),<2>,C1CNCCN1,<5>,<0>,c1ccccc1,<3>,Cl,<eos>,,,,,,,,,,,,,,,,
COc1ccccc1CN(C)C(=O)c1cc(OC)c(OC)cc1C,<bos>,C,O,<0>,c1ccccc1,<2>,<5>,(,O,C,),<3>,(,C,),C=O,N,(,C,),C,<5>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,
Cc1ccc(NC(=O)N(C)C(C)c2ccncc2)cn1,<bos>,C,C,(,<0>,c1ccncc1,),N,(,C,),C=O,N,<1>,c1ccncc1,<4>,C,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C(Cc1ccc(OC(F)(F)F)cc1)NCc1cccnc1,<bos>,F,C,(,F,),(,F,),O,<3>,c1ccccc1,<0>,C,C=O,N,C,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,
Cc1cccc(N(CC(=O)NC2CC2)C(=O)C2CCC2)c1C,<bos>,C,<0>,c1ccccc1,<4>,<5>,(,C,),N,(,C=O,<0>,C1CCC1,),C,C=O,N,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,
COc1cccc(CN2CCOC(c3ccc(O)cc3)C2)c1OC,<bos>,C,O,<0>,c1ccccc1,<4>,<5>,(,O,C,),C,<5>,C1COCCN1,<1>,<0>,c1ccccc1,<3>,O,<eos>,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2nnc(SCCO)o2)cc1C,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,C,),<0>,c1nnco1,<3>,S,C,C,O,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(SCCC(=O)Nc2ccccc2C(N)=O)cc1,<bos>,C,<0>,c1ccccc1,<3>,S,C,C,C=O,N,<0>,c1ccccc1,<5>,C=O,N,<eos>,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)C1CCN(C(=O)COc2ccc(F)cc2F)CC1,<bos>,F,<0>,c1ccccc1,<3>,<4>,(,F,),O,C,C=O,<3>,C1CCNCC1,<0>,C=O,N,<eos>,,,,,,,,,,,,,,,,,,,,,
CCOc1ccccc1C(=O)Nc1ccc(CO)cc1,<bos>,C,C,O,<0>,c1ccccc1,<5>,C=O,N,<0>,c1ccccc1,<3>,C,O,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CCCn1nc(C(=O)NC2CCCCC2)ccc1=O,<bos>,C,C,C,<6>,O=c1cccn[nH]1,<4>,C=O,N,<0>,C1CCCCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNC(=O)CN(C)c1nnc(C)c(C)c1C#N,<bos>,C,<5>,c1ccnnc1,<2>,<0>,(,C,),<1>,(,C#N,),N,(,C,),C,C=O,N,C,C,<eos>,,,,,,,,,,,,,,,,
CN(C)c1ccc(C(=O)NC2C3CCOC3C23CCCC3)cn1,<bos>,C,N,(,C,),<4>,c1ccncc1,<1>,C=O,N,<5>,C1CCC2(C1)CC1CCOC12,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nc(N)n(CC(=O)NC2(C#N)CCCC2)n1,<bos>,C,<0>,c1nc[nH]n1,<3>,<2>,(,N,),C,C=O,N,<0>,C1CCCC1,<0>,C#N,<eos>,,,,,,,,,,,,,,,,,,,,,,
OCC(Sc1nnc(-c2ccco2)o1)c1ccncc1,<bos>,c1ccoc1,<4>,<3>,c1nnco1,<0>,S,C,(,<0>,c1ccncc1,),C,O,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CCCS(=O)(=O)N1CCCC(NC(=O)c2cc(C)on2)C1,<bos>,C,C,C,O=[SH2]=O,<3>,C1CCNCC1,<1>,N,C=O,<1>,c1cnoc1,<4>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CCCCN(CC(=O)OCC)C(=O)c1ccncc1,<bos>,C,C,C,C,N,(,C=O,<0>,c1ccncc1,),C,C=O,O,C,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
CC(C)c1noc(CCCC(=O)N2CCN(Cc3ccco3)CC2)n1,<bos>,C,C,(,C,),<0>,c1ncon1,<2>,C,C,C,C=O,<2>,C1CNCCN1,<5>,C,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,,,
CC(C)CCCC(C)NS(=O)(=O)c1cccc(F)c1,<bos>,C,C,(,C,),C,C,C,C,(,C,),N,O=[SH2]=O,<0>,c1ccccc1,<4>,F,<eos>,,,,,,,,,,,,,,,,,,,
Cc1c(C(=O)NCc2ccc(F)cc2)sc2nccn12,<bos>,F,<3>,c1ccccc1,<0>,C,N,C=O,<4>,c1cn2ccsc2n1,<3>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nsc(NC(=O)c2cccn2C)c1-c1ccccc1,<bos>,C,<1>,c1cnsc1,<4>,<0>,(,<0>,c1ccccc1,),N,C=O,<4>,c1cc[nH]c1,<3>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C2(CNC(=O)c3ccc(=O)[nH]c3)CCOCC2)cc1,<bos>,C,<0>,c1ccccc1,<3>,<0>,C1CCOCC1,<0>,C,N,C=O,<4>,O=c1cccc[nH]1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nn(C)c2ncc(NC(=O)c3ccc(OCC(C)C)nc3)cc12,<bos>,C,C,(,C,),C,O,<4>,c1ccncc1,<1>,C=O,N,<0>,c1cnc2[nH]ncc2c1,<6>,<4>,(,C,),C,<eos>,,,,,,,,,,,,,,,,,
CC(c1cccnc1)N(C)C(=O)Cn1cnc2ccccc21,<bos>,C,C,(,<1>,c1ccncc1,),N,(,C,),C=O,C,<4>,c1ccc2[nH]cnc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)c1cncnc1-c1cccc(OC)c1,<bos>,C,O,<4>,c1ccccc1,<0>,<5>,c1cncnc1,<0>,C=O,O,C,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cc[nH]n1)c1cn(-c2ccccc2)nc1-c1ccccc1,<bos>,c1ccccc1,<0>,<3>,c1cn[nH]c1,<0>,<1>,(,<0>,c1ccccc1,),C=O,N,<1>,c1cn[nH]c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CN(C)C(=O)CN(C)c1ncnc2c1cnn2C,<bos>,C,N,(,C,),C=O,C,N,(,C,),<2>,c1ncc2cn[nH]c2n1,<6>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccccc1F)c1ncnc2c1cnn2C,<bos>,C,<6>,c1ncc2cn[nH]c2n1,<2>,N,(,C,),C,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
C#CCNC(=O)Nc1cccc(NC(=O)c2sccc2C)c1,<bos>,C,<0>,c1ccsc1,<4>,C=O,N,<4>,c1ccccc1,<0>,N,C=O,N,C,<0>,C#C,<eos>,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(-c2nn(C)cc2NC(=O)c2ccc(C)cc2)cc1OC,<bos>,C,O,<3>,c1ccccc1,<0>,<4>,(,O,C,),<1>,c1cn[nH]c1,<0>,<3>,(,C,),N,C=O,<3>,c1ccccc1,<0>,C,<eos>,,,,,,,,,,,,,,
COCCCCNC(=O)C1CCCN(C(=O)Nc2cccnc2)C1,<bos>,C,O,C,C,C,C,N,C=O,<1>,C1CCNCC1,<3>,C=O,N,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
N#Cc1nsc(C(=O)NC2CCC3(CC2)OCCO3)c1N,<bos>,N,<0>,c1cnsc1,<4>,<1>,(,C#N,),C=O,N,<0>,C1CCC2(CC1)OCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(C(C)NC(=O)CC(C)(C)C)c(OC)c1OC,<bos>,C,C,(,C,),(,C,),C,C=O,N,C,(,C,),<3>,c1ccccc1,<0>,<4>,(,O,C,),<5>,(,O,C,),O,C,<eos>,,,,,,,
COc1ccc(S(=O)(=O)NCc2scnc2C)cc1C,<bos>,C,O,<3>,c1ccccc1,<0>,<4>,(,C,),O=[SH2]=O,N,C,<1>,c1cscn1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,,,
CCN1CCN(C(=O)c2ccc(C)c(NC(C)=O)c2)CC1,<bos>,C,C=O,N,<4>,c1ccccc1,<0>,<3>,(,C,),C=O,<5>,C1CNCCN1,<2>,C,C,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C(Cn1ccc2ccccc21)Nc1ccc(F)c(F)c1,<bos>,F,<3>,c1ccccc1,<0>,<4>,(,F,),N,C=O,C,<4>,c1ccc2[nH]ccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CCOCC1CCCN(C(=O)Nc2ccc(C)c(Cl)c2)C1,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,Cl,),N,C=O,<3>,C1CCNCC1,<1>,C,O,C,C,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(Cc1ccccc1)Nc1ccc(Oc2cccnc2)nc1,<bos>,c1ccncc1,<1>,O,<4>,c1ccncc1,<1>,N,C=O,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CSc1nnc(NC2CC2)s1)Nc1ccc2c(c1)COC2,<bos>,C1CC1,<0>,N,<3>,c1nncs1,<0>,S,C,C=O,N,<0>,c1ccc2c(c1)COC2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
C#Cc1ccccc1N(CC(=O)N1CCNCC1)C(C)C,<bos>,C,C,(,C,),N,(,<5>,c1ccccc1,<0>,<0>,C#C,),C,C=O,<2>,C1CNCCN1,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1[nH]nc2c1NC(c1c(Cl)cccc1Cl)NC2=O,<bos>,Cl,<0>,c1ccccc1,<5>,<4>,(,Cl,),<3>,O=C1NCNc2c[nH]nc21,<6>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nc(-c2ccc(C(=O)N3CCC(N4CCOCC4)CC3)cc2)cs1,<bos>,C,<3>,c1cscn1,<0>,<0>,c1ccccc1,<3>,C=O,<3>,C1CCNCC1,<0>,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CCC(CO)NC(=O)Nc1ccccc1N1CC(C)OC(C)C1,<bos>,C,<1>,C1COCCN1,<5>,<3>,(,C,),<0>,c1ccccc1,<5>,N,C=O,N,C,(,C,O,),C,C,<eos>,,,,,,,,,,,,,,,,
CN(Cc1ccc(C(N)=O)s1)C(=O)c1cnn(C(C)(C)C)c1,<bos>,C,C,(,C,),(,C,),<3>,c1cn[nH]c1,<0>,C=O,N,(,C,),C,<2>,c1ccsc1,<4>,C=O,N,<eos>,,,,,,,,,,,,,,,
C#CCCN(C)C(C(=O)N(CC)CC)c1ccc(F)cc1,<bos>,C,C,N,(,C,C,),C=O,C,(,<0>,c1ccccc1,<3>,F,),N,(,C,),C,C,<0>,C#C,<eos>,,,,,,,,,,,,,,
CC(=O)NCCNC(=O)Nc1ccc(-c2cn3ccccc3n2)cc1,<bos>,C,C=O,N,C,C,N,C=O,N,<0>,c1ccccc1,<3>,<5>,c1ccn2ccnc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CCn1ncc(=O)c2ccccc21)NCc1cc[nH]n1,<bos>,c1cn[nH]c1,<1>,C,N,C=O,C,C,<4>,O=c1cn[nH]c2ccccc12,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(N2CCN(CC(=O)N3CCOCC3)C2=O)cc1Cl,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,Cl,),<2>,O=C1NCCN1,<5>,C,C=O,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CC(=O)NCC(=O)NC(c1ccccc1)c1cccs1,<bos>,c1ccccc1,<0>,C,(,<4>,c1ccsc1,),N,C=O,C,N,C=O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cnc(-c2ccccn2)nc1)c1ccc2c(c1)OCCCO2,<bos>,c1ccncc1,<2>,<3>,c1cncnc1,<0>,N,C=O,<0>,c1ccc2c(c1)OCCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)NCCCNC(=O)Nc1cccnc1,<bos>,C,O,C=O,N,C,C,C,N,C=O,N,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(S(=O)(=O)NCCNS(C)(=O)=O)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,O=[SH2]=O,N,C,C,N,O=[SH2]=O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CC(c1ccncc1)N(C)S(=O)(=O)c1ccc(N)cc1Cl,<bos>,C,C,(,<0>,c1ccncc1,),N,(,C,),O=[SH2]=O,<3>,c1ccccc1,<4>,<0>,(,N,),Cl,<eos>,,,,,,,,,,,,,,,,,,
COc1ccc(C)cc1CC(=O)NCc1cccs1,<bos>,C,O,<3>,c1ccccc1,<4>,<0>,(,C,),C,C=O,N,C,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CC(=O)NC(CC(=O)Nc1cc(C)on1)c1ccc(C)cc1,<bos>,C,C=O,N,C,(,<0>,c1ccccc1,<3>,C,),C,C=O,N,<1>,c1cnoc1,<4>,C,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1cc(N)c2oc(C(=O)Nc3cccc(F)c3)cc(=O)c2c1,<bos>,C,<8>,O=c1ccoc2ccccc12,<3>,<6>,(,N,),C=O,N,<0>,c1ccccc1,<4>,F,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CNc1cc(N2CCN(c3ccc(F)cc3)CC2)nc(N)n1,<bos>,C,N,<1>,c1cncnc1,<5>,<3>,(,N,),<2>,C1CNCCN1,<5>,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)NC(C#CCO)C2CC2)cc1N,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,N,),O=[SH2]=O,N,C,(,<0>,C1CC1,),<0>,C#C,<1>,C,O,<eos>,,,,,,,,,,,,,,,,,
O=C(CCOC1CCOCC1)Nc1ccc(F)c(F)c1,<bos>,F,<4>,c1ccccc1,<0>,<3>,(,F,),N,C=O,C,C,O,<0>,C1CCOCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCC(C)(NC(=O)NCC(=O)Nc1ccccc1)c1nc(C)cs1,<bos>,C,C,C,(,<3>,c1cscn1,<0>,C,),(,C,),N,C=O,N,C,C=O,N,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,
COCC1CCC2C(CCN2S(=O)(=O)N2CCCCCC2)O1,<bos>,C,O,C,<1>,C1COC2CCNC2C1,<6>,O=[SH2]=O,<4>,C1CCCNCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(C(=O)c1ccncc1F)c1cccc(Cl)c1Cl,<bos>,Cl,<4>,c1ccccc1,<0>,<5>,(,Cl,),N,(,C,),C=O,<0>,c1ccncc1,<5>,F,<eos>,,,,,,,,,,,,,,,,,,,,
CC(C)CN(CC(F)(F)F)C(=O)c1ccc(C(=O)N(C)C)nc1,<bos>,F,C,(,F,),(,F,),C,N,(,C,C,(,C,),C,),C=O,<1>,c1ccncc1,<4>,C=O,N,(,C,),C,<eos>,,,,,,,,,
CCc1cccc(OCc2nc(N)cc(N(C)C)n2)c1,<bos>,C,N,(,C,),<1>,c1cncnc1,<3>,<5>,(,N,),C,O,<4>,c1ccccc1,<0>,C,C,<eos>,,,,,,,,,,,,,,,,,,
Cc1cc(C)c(NS(=O)(=O)c2ccc3c(c2)CCN3C)c(C)c1,<bos>,C,<0>,c1ccccc1,<3>,<2>,(,C,),<4>,(,C,),N,O=[SH2]=O,<0>,c1ccc2c(c1)CCN2,<8>,C,<eos>,,,,,,,,,,,,,,,,,,,
CN(Cc1ccccc1)C(=O)CSc1nc2sccc2c(=O)n1C,<bos>,c1ccccc1,<0>,C,N,(,C,),C=O,C,S,<3>,O=c1[nH]cnc2sccc12,<2>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCCOc1ccc(NC(=O)C2CCCN(C(N)=O)C2)cc1,<bos>,C,C,C,O,<0>,c1ccccc1,<3>,N,C=O,<1>,C1CCNCC1,<3>,C=O,N,<eos>,,,,,,,,,,,,,,,,,,,,,,,
COCCC(=O)NCc1ccc(S(=O)(=O)NC2CC2)cc1,<bos>,C,O,C,C,C=O,N,C,<0>,c1ccccc1,<3>,O=[SH2]=O,N,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
O=C1CCN(C(=O)CCOc2ccc(F)cc2F)CCN1,<bos>,F,<0>,c1ccccc1,<3>,<4>,(,F,),O,C,C,C=O,<4>,O=C1CCNCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)NCC1CCCCN1C(=O)c1ccc2[nH]ccc2c1,<bos>,N,C=O,N,C,<2>,C1CCNCC1,<3>,C=O,<0>,c1ccc2[nH]ccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)NC(C(=O)Oc1ccc(Br)cc1)C(C)C,<bos>,C,C=O,N,C,(,C,(,C,),C,),C=O,O,<0>,c1ccccc1,<3>,Br,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1csc(C(C#N)C(=O)Cc2csc(N3CCCNC3=O)n2)n1,<bos>,C,<0>,c1cscn1,<3>,C,(,C#N,),C=O,C,<0>,c1cscn1,<3>,<2>,O=C1NCCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,,
O=C(C1CCOC1)N1CCC2C1CCN2c1ncccn1,<bos>,C1CCOC1,<0>,C=O,<7>,C1CC2NCCC2N1,<3>,<3>,c1cncnc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(NC(=O)C(NC(N)=O)C(C)C)cc1,<bos>,N,C=O,N,C,(,C,(,C,),C,),C=O,N,<3>,c1ccccc1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,,
COc1cc(C)c(S(=O)(=O)CCCO)cc1C,<bos>,C,O,<2>,c1ccccc1,<5>,<0>,(,C,),<3>,(,C,),O=[SH2]=O,C,C,C,O,<eos>,,,,,,,,,,,,,,,,,,,
COc1ccccc1CN(C(=O)Cn1cnc2ccccc2c1=O)C1CC1,<bos>,C,O,<0>,c1ccccc1,<5>,C,N,(,<0>,C1CC1,),C=O,C,<2>,O=c1[nH]cnc2ccccc12,<eos>,,,,,,,,,,,,,,,,,,,,,,
O=S(=O)(Nc1ccccc1OC(F)F)N1CCCCCC1,<bos>,F,C,(,F,),O,<0>,c1ccccc1,<5>,N,O=[SH2]=O,<4>,C1CCCNCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Cc1ccc(O)c(Cl)c1)Nc1cccc2ccccc12,<bos>,O,<3>,c1ccccc1,<0>,<4>,(,Cl,),C,C=O,N,<2>,c1ccc2ccccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
Cc1noc(C)c1CN(C)C(=O)NCCC1=CCCCC1,<bos>,C,<1>,c1cnoc1,<0>,<4>,(,C,),C,N,(,C,),C=O,N,C,C,<0>,C1=CCCCC1,<eos>,,,,,,,,,,,,,,,,,,
Cn1c(=O)c2c(Nc3ccc(O)cc3)ccnc2n(C)c1=O,<bos>,C,<2>,O=c1[nH]c(=O)c2cccnc2[nH]1,<6>,<11>,(,C,),N,<0>,c1ccccc1,<3>,O,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(Br)c(C(=O)NCc2nc3ccccc3[nH]2)cc1OC,<bos>,C,O,<2>,c1ccccc1,<5>,<3>,(,O,C,),<0>,(,Br,),C=O,N,C,<5>,c1ccc2[nH]cnc2c1,<eos>,,,,,,,,,,,,,,,,,,
CCN(C(=O)c1ccc(=O)[nH]c1)c1cccc2ncccc12,<bos>,O=c1cccc[nH]1,<4>,C=O,N,(,<9>,c1ccc2ncccc2c1,),C,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(CC(=O)Nc2nnc(-c3ccco3)s2)cc1,<bos>,C,<0>,c1ccccc1,<3>,C,C=O,N,<0>,c1nncs1,<3>,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(CNC(=O)c2ccc(F)nc2)cc1F,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,F,),C,N,C=O,<1>,c1ccncc1,<4>,F,<eos>,,,,,,,,,,,,,,,,,,,,,,
CC(Cn1cncn1)NS(=O)(=O)c1ccncc1,<bos>,c1nc[nH]n1,<3>,C,C,(,C,),N,O=[SH2]=O,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)C(C)c1ccc(NC(=O)NC(C)C(C)C)c(=O)[nH]1,<bos>,C,C,(,C,),C,(,C,),N,C=O,N,<2>,O=c1cccc[nH]1,<5>,C,(,C,),C=O,O,C,<eos>,,,,,,,,,,,,,,,
COc1cc2occ(-c3ccccn3)c(=O)c2cc1OC,<bos>,C,O,<7>,O=c1ccoc2ccccc12,<8>,<2>,(,<2>,c1ccncc1,),O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)c1ccc(NC(=O)c2ccc(CNC(N)=O)cc2)cc1C,<bos>,C,C=O,<3>,c1ccccc1,<0>,<4>,(,C,),N,C=O,<0>,c1ccccc1,<3>,C,N,C=O,N,<eos>,,,,,,,,,,,,,,,,,,,
Cc1ccccc1NC(=O)N(CCN1CCOCC1)C1CCOCC1,<bos>,C1COCCN1,<5>,C,C,N,(,<0>,C1CCOCC1,),C=O,N,<0>,c1ccccc1,<5>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(Br)cc1NC(=O)NCCc1ncc[nH]1,<bos>,C,<3>,c1ccccc1,<4>,<0>,(,Br,),N,C=O,N,C,C,<3>,c1c[nH]cn1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CC(=O)NCCC(=O)OCC(=O)Nc1ccccc1Cl,<bos>,C,C=O,N,C,C,C=O,O,C,C=O,N,<0>,c1ccccc1,<5>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,,
COCCC1(CNc2ncccc2C(F)(F)F)CCC1,<bos>,F,C,(,F,),(,F,),<1>,c1ccncc1,<2>,N,C,<0>,C1CCC1,<0>,C,C,O,C,<eos>,,,,,,,,,,,,,,,,,
CCN(CC)C(=O)COCCOc1ccc2c(c1)OCO2,<bos>,C,C,N,(,C,C,),C=O,C,O,C,C,O,<0>,c1ccc2c(c1)OCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1nccc(C2CCCN2C(=O)c2ccccc2F)n1,<bos>,C,<3>,c1cncnc1,<1>,<4>,C1CCNC1,<3>,C=O,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)c1cccc(C2CCCN2S(C)(=O)=O)n1,<bos>,C,O=[SH2]=O,<3>,C1CCNC1,<4>,<2>,c1ccncc1,<4>,C=O,O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(NCc2nc(-c3cccs3)no2)n(CCC#N)n1,<bos>,C#N,C,C,<3>,c1cn[nH]c1,<4>,<1>,(,C,),N,C,<2>,c1ncon1,<0>,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,
CC(Nc1cccc(F)c1Cl)C(=O)NC(C)(C)C,<bos>,C,C,(,C,),(,C,),N,C=O,C,(,C,),N,<0>,c1ccccc1,<4>,<5>,(,Cl,),F,<eos>,,,,,,,,,,,,,,
C=CCN1C(=O)c2ccccc2NC1c1ccc(OC(F)F)cc1,<bos>,F,C,(,F,),O,<3>,c1ccccc1,<0>,<3>,O=C1NCNc2ccccc21,<2>,C,<0>,C=C,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCC1C(=O)NCCN1C(=O)c1cc(-c2cccc(Cl)c2)n[nH]1,<bos>,C,C,<2>,O=C1CNCCN1,<3>,C=O,<4>,c1cn[nH]c1,<1>,<0>,c1ccccc1,<4>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CC1CN(C(=O)c2ccc3ccccc3c2O)CCO1,<bos>,C,<1>,C1COCCN1,<5>,C=O,<0>,c1ccc2ccccc2c1,<9>,O,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCn1nnc(NC(=O)c2sccc2C)n1,<bos>,C,C,C,C,<3>,c1nn[nH]n1,<0>,N,C=O,<4>,c1ccsc1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
Nc1ccnc(CN2CCN(CCc3cccc(Cl)c3)CC2)n1,<bos>,N,<1>,c1cncnc1,<3>,C,<2>,C1CNCCN1,<5>,C,C,<0>,c1ccccc1,<4>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)c1ccc(NC(=O)Cc2coc3cc(C)ccc23)cc1Cl,<bos>,C,N,C=O,<3>,c1ccccc1,<0>,<4>,(,Cl,),N,C=O,C,<6>,c1ccc2occc2c1,<1>,C,<eos>,,,,,,,,,,,,,,,,,,,,
COC(=O)C1=C(CCO)NC(=O)NC1c1ccccc1Cl,<bos>,C,O,C=O,<4>,O=C1NC=CCN1,<3>,<5>,(,<0>,c1ccccc1,<5>,Cl,),C,C,O,<eos>,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccccc1)c1cc(N)nc(SCC(N)=O)n1,<bos>,N,C=O,C,S,<3>,c1cncnc1,<5>,<1>,(,N,),N,(,C,),C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,
