smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
Cc1ccc2[nH]nc(C(=O)Nc3ccccc3N3CCCC3=O)c2c1,<bos>,C,<0>,c1ccc2[nH]ncc2c1,<6>,C=O,N,<0>,c1ccccc1,<5>,<5>,O=C1CCCN1,<eos>,,,,,,,,,,,,,,,,,,,,
,<bos>,C,C,(,C,),N,C=O,<2>,c1ccc2[nH]ncc2c1,<4>,<3>,(,O,C,),O,C,<eos>,,,,,,,,,,,,,,
CN1CCN(C(=O)Nc2ccccc2C(F)(F)F)CC1,<bos>,F,C,(,F,),(,F,),<5>,c1ccccc1,<0>,N,C=O,<2>,C1CNCCN1,<5>,C,<eos>,,,,,,,,,,,,,,
COc1cccc(Nc2ncnc(NCC(C)O)c2N)c1,<bos>,C,C,(,O,),C,N,<1>,c1cncnc1,<5>,<0>,(,N,),N,<4>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,
Cc1ccc(CNC(=O)Cn2c(=O)ccc3ccccc32)cc1,<bos>,C,<0>,c1ccccc1,<3>,C,N,C=O,C,<10>,O=c1ccc2ccccc2[nH]1,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1ccccc1-c1oc(NC(=O)c2ccco2)cc1C,<bos>,C,<5>,c1ccccc1,<0>,<2>,c1ccoc1,<4>,<1>,(,C,),N,C=O,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,
CCn1ncc(S(=O)(=O)N2CCCCC2C(=O)NC(C)C)c1C,<bos>,C,C,(,C,),N,C=O,<2>,C1CCNCC1,<3>,O=[SH2]=O,<0>,c1cn[nH]c1,<3>,<4>,(,C,),C,C,<eos>,,,,,,,,,,,
CCn1c(C)cc(C(=O)NCc2cnnn2-c2ccccc2)c1C,<bos>,C,C,<3>,c1cc[nH]c1,<0>,<2>,(,C,),<4>,(,C,),C=O,N,C,<1>,c1c[nH]nn1,<2>,<0>,c1ccccc1,<eos>,,,,,,,,,,
Cc1ccnc(S(=O)(=O)N2CCC(Oc3ccc(C)cc3C)CC2)c1,<bos>,C,<0>,c1ccccc1,<3>,<4>,(,C,),O,<0>,C1CCNCC1,<3>,O=[SH2]=O,<4>,c1ccncc1,<0>,C,<eos>,,,,,,,,,,,,,,
CNc1cccc(OCC(=O)Nc2ccc(F)c(F)c2)c1,<bos>,F,<3>,c1ccccc1,<0>,<4>,(,F,),N,C=O,C,O,<4>,c1ccccc1,<0>,N,C,<eos>,,,,,,,,,,,,,,
Cc1cccnc1NC(=O)NC1CC(=O)N(C(C)C)C1,<bos>,C,C,(,C,),<5>,O=C1CCCN1,<3>,N,C=O,N,<2>,c1ccncc1,<1>,C,<eos>,,,,,,,,,,,,,,,,
O=C(Nc1cccnc1)c1ccc(OCc2ccc(F)cc2)nc1,<bos>,F,<3>,c1ccccc1,<0>,C,O,<4>,c1ccncc1,<1>,C=O,N,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,
O=C(OCn1cn[nH]c1=O)c1cnc(-c2ccccc2)s1,<bos>,c1ccccc1,<0>,<3>,c1cscn1,<1>,C=O,O,C,<2>,O=c1[nH]cn[nH]1,<eos>,,,,,,,,,,,,,,,,,,,,,
COc1ccc(-c2ocnc2C(=O)NCc2ccccc2C)cc1,<bos>,C,O,<3>,c1ccccc1,<0>,<1>,c1cocn1,<0>,C=O,N,C,<0>,c1ccccc1,<5>,C,<eos>,,,,,,,,,,,,,,,,
COc1cc(OC)cc(S(=O)(=O)c2cn(C)c3ccccc3c2=O)c1,<bos>,C,O,<2>,c1ccccc1,<0>,<4>,(,O,C,),O=[SH2]=O,<2>,O=c1cc[nH]c2ccccc12,<4>,C,<eos>,,,,,,,,,,,,,,,,
Cc1nn(C)c(C)c1CC(=O)NCC#Cc1ccccc1,<bos>,C,<1>,c1cn[nH]c1,<0>,<3>,(,C,),<4>,(,C,),C,C=O,N,C,<0>,C#C,<1>,<0>,c1ccccc1,<eos>,,,,,,,,,,
COc1cccc(-c2nocc2C(=O)NC(C)CO)c1,<bos>,O,C,C,(,C,),N,C=O,<0>,c1cnoc1,<1>,<4>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,,,,
O=C1CCN(C(=O)N2CCN(c3ccccc3)CC2)CC1,<bos>,O=C1CCNCC1,<4>,C=O,<5>,C1CNCCN1,<2>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C(=O)NCCNCc2c(C)cccc2C)s1,<bos>,C,<0>,c1ccccc1,<5>,<4>,(,C,),C,N,C,C,N,C=O,<4>,c1ccsc1,<2>,C,<eos>,,,,,,,,,,,,,
Cc1ccc(-c2nc(N)cc(CCCC(C)(C)O)n2)cc1,<bos>,C,C,(,C,),(,O,),C,C,C,<1>,c1cncnc1,<3>,<5>,(,N,),<3>,c1ccccc1,<0>,C,<eos>,,,,,,,,,
CC(C)NC(=O)CSc1nnc(-c2cccn(C)c2=O)o1,<bos>,C,C,(,C,),N,C=O,C,S,<0>,c1nnco1,<3>,<2>,O=c1cccc[nH]1,<6>,C,<eos>,,,,,,,,,,,,,,,
COCCN(C)C(=O)c1cnn(-c2ccncc2)c1C,<bos>,C,<4>,c1cn[nH]c1,<0>,<3>,(,<0>,c1ccncc1,),C=O,N,(,C,),C,C,O,C,<eos>,,,,,,,,,,,,,
Cc1cc(N)ccc1NS(=O)(=O)c1ccc2ccccc2c1,<bos>,N,<0>,c1ccccc1,<3>,<4>,(,C,),N,O=[SH2]=O,<0>,c1ccc2ccccc2c1,<eos>,,,,,,,,,,,,,,,,,,,
COc1ccc(-c2noc(-c3ccco3)n2)c(OC)c1,<bos>,C,O,<0>,c1ccccc1,<3>,<4>,(,O,C,),<0>,c1ncon1,<2>,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,
COC(=O)CC1CCC(NCc2cc(-c3ccc(F)cc3)on2)CC1,<bos>,F,<3>,c1ccccc1,<0>,<4>,c1cnoc1,<1>,C,N,<3>,C1CCCCC1,<0>,C,C=O,O,C,<eos>,,,,,,,,,,,,,,,
CCOc1ccc(CNCc2nc3ccc(OC)cc3[nH]2)cc1OC,<bos>,C,C,O,<3>,c1ccccc1,<0>,<4>,(,O,C,),C,N,C,<5>,c1ccc2[nH]cnc2c1,<1>,O,C,<eos>,,,,,,,,,,,,
Cc1nnc(-c2ccccc2C(=O)N2CCOCC2)o1,<bos>,C,<0>,c1nnco1,<3>,<0>,c1ccccc1,<5>,C=O,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C(CCCN1CCCCC1=O)NCC1(c2ccc(F)cc2F)CCC1,<bos>,F,<0>,c1ccccc1,<3>,<4>,(,F,),<0>,C1CCC1,<0>,C,N,C=O,C,C,C,<6>,O=C1CCCCN1,<eos>,,,,,,,,,,,,
N#Cc1cccc(NC(=O)CNc2ccccc2C#N)c1,<bos>,C#N,<4>,c1ccccc1,<0>,N,C=O,C,N,<5>,c1ccccc1,<0>,C#N,<eos>,,,,,,,,,,,,,,,,,,,
O=S(=O)(c1ccccc1Cl)n1cnc2ccccc21,<bos>,Cl,<5>,c1ccccc1,<0>,O=[SH2]=O,<4>,c1ccc2[nH]cnc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(NC(=O)CSc2nncn2C(C)C)no1,<bos>,C,C,(,C,),<4>,c1nnc[nH]1,<0>,S,C,C=O,N,<1>,c1cnoc1,<4>,C,<eos>,,,,,,,,,,,,,,,
Cc1nn(C)c(C)c1C1(C)Nc2ccccc2C(=O)N1C,<bos>,C,<1>,c1cn[nH]c1,<0>,<3>,(,C,),<4>,(,C,),<3>,O=C1NCNc2ccccc21,<2>,<3>,(,C,),C,<eos>,,,,,,,,,,,
COC(=O)c1cccc(NC(=O)Cc2nnnn2-c2ccc(OC)cc2)c1,<bos>,C,O,C=O,<0>,c1ccccc1,<4>,N,C=O,C,<0>,c1nnn[nH]1,<4>,<0>,c1ccccc1,<3>,O,C,<eos>,,,,,,,,,,,,,,
COCCn1nc(C(=O)N(C)C2CC2)c2ccccc2c1=O,<bos>,C,N,(,<0>,C1CC1,),C=O,<4>,O=c1[nH]ncc2ccccc12,<2>,C,C,O,C,<eos>,,,,,,,,,,,,,,,,,
NC(=O)N1CCCC(C(=O)Nc2nnc(C3CCCCC3)s2)C1,<bos>,N,C=O,<3>,C1CCNCC1,<1>,C=O,N,<0>,c1nncs1,<3>,<0>,C1CCCCC1,<eos>,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(NC(=O)CNC(=O)c2sc(C)nc2C)cc1,<bos>,C,<3>,c1cscn1,<1>,<0>,(,C,),C=O,N,C,C=O,N,<3>,c1ccccc1,<0>,N,C=O,C,<eos>,,,,,,,,,,,,
COCCNC(=O)COc1ccc(F)cc1Br,<bos>,F,<0>,c1ccccc1,<3>,<4>,(,Br,),O,C,C=O,N,C,C,O,C,<eos>,,,,,,,,,,,,,,,
COc1ccc(Cl)cc1NC(=O)c1ccc(=O)n(C)n1,<bos>,C,O,<3>,c1ccccc1,<4>,<0>,(,Cl,),N,C=O,<4>,O=c1cccn[nH]1,<6>,C,<eos>,,,,,,,,,,,,,,,,
Cc1cc(NC(=O)Cn2c(=O)cnc3ccccc32)n(C)n1,<bos>,C,<1>,c1cn[nH]c1,<4>,<3>,(,C,),N,C=O,C,<10>,O=c1cnc2ccccc2[nH]1,<eos>,,,,,,,,,,,,,,,,,,
CCCC(=O)N1CC(=O)Nc2cc(C(N)=O)ccc21,<bos>,C,C,C,C=O,<3>,O=C1CNc2ccccc2N1,<7>,C=O,N,<eos>,,,,,,,,,,,,,,,,,,,,,,
NC(=O)c1ccc(C(=O)N(Cc2ccccc2Cl)C2CC2)cc1,<bos>,N,C=O,<0>,c1ccccc1,<3>,C=O,N,(,<0>,C1CC1,),C,<0>,c1ccccc1,<5>,Cl,<eos>,,,,,,,,,,,,,,,
O=C(c1cc(-c2ccccc2)c[nH]1)N(CCO)Cc1ccncc1,<bos>,O,C,C,N,(,C,<0>,c1ccncc1,),C=O,<4>,c1cc[nH]c1,<1>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,
Cc1cc(C)nc(SCC(=O)c2ccc3c(c2)CCC3)n1,<bos>,C,<1>,c1cncnc1,<3>,<5>,(,C,),S,C,C=O,<0>,c1ccc2c(c1)CCC2,<eos>,,,,,,,,,,,,,,,,,,
Cc1ccc(NC(=O)CC(NC(=O)c2ccco2)C(C)(C)C)cc1,<bos>,C,C,(,C,),(,C,),C,(,N,C=O,<4>,c1ccoc1,),C,C=O,N,<3>,c1ccccc1,<0>,C,<eos>,,,,,,,,,
O=C(c1ccc2c(c1)CCC2)N(Cc1ccccn1)C1CC1,<bos>,c1ccncc1,<2>,C,N,(,<0>,C1CC1,),C=O,<0>,c1ccc2c(c1)CCC2,<eos>,,,,,,,,,,,,,,,,,,,,
CC(=O)C1NCCc2cc(Br)c(O)cc21,<bos>,O,<1>,c1ccc2c(c1)CCNC2,<9>,<0>,(,Br,),C=O,C,<eos>,,,,,,,,,,,,,,,,,,,,,
CS(=O)(=O)c1ccc(NC(=O)c2ccc(C#N)cc2)cc1,<bos>,C,O=[SH2]=O,<0>,c1ccccc1,<3>,N,C=O,<0>,c1ccccc1,<3>,C#N,<eos>,,,,,,,,,,,,,,,,,,,,
,<bos>,C,C,(,C,),<3>,c1ccccc1,<0>,C=O,N,C,(,C=O,N,),<3>,c1ccccc1,<2>,<2>,(,C,),C,<eos>,,,,,,,,
Cc1cc(=O)[nH]c2cc(NC(=O)C3CC3c3ccco3)ccc12,<bos>,C,<3>,O=c1ccc2ccccc2[nH]1,<7>,N,C=O,<0>,C1CC1,<2>,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,,,,
CCn1cc(C(=O)NC2c3ccccc3CC2O)c(C(C)C)n1,<bos>,C,C,(,C,),<1>,c1cn[nH]c1,<0>,<3>,(,C,C,),C=O,N,<8>,c1ccc2c(c1)CCC2,<7>,O,<eos>,,,,,,,,,,,,
CN(CC(N)=O)C(=O)Cn1cnc2ccc(Cl)cc2c1=O,<bos>,N,C=O,C,N,(,C,),C=O,C,<2>,O=c1[nH]cnc2ccccc12,<8>,Cl,<eos>,,,,,,,,,,,,,,,,,,
Cc1nn(C)c(N)c1-c1ccc(Cl)c(Cl)c1,<bos>,C,<1>,c1cn[nH]c1,<0>,<3>,(,C,),<4>,(,N,),<0>,c1ccccc1,<3>,<4>,(,Cl,),Cl,<eos>,,,,,,,,,,,
O=C(Nc1ccn(CCc2ccccc2)n1)c1ccnc2c1OCO2,<bos>,c1ccccc1,<0>,C,C,<3>,c1cn[nH]c1,<1>,N,C=O,<5>,c1cnc2c(c1)OCO2,<eos>,,,,,,,,,,,,,,,,,,,,
CC(C)N(C)C(=O)c1ccc(N2CCOCC2)cc1Cl,<bos>,C,C,(,C,),N,(,C,),C=O,<3>,c1ccccc1,<0>,<4>,(,Cl,),<5>,C1COCCN1,<eos>,,,,,,,,,,,,
Cc1cc(NC(=O)N(Cc2ccccc2Cl)c2nccs2)no1,<bos>,Cl,<5>,c1ccccc1,<0>,C,N,(,<3>,c1cscn1,),C=O,N,<1>,c1cnoc1,<4>,C,<eos>,,,,,,,,,,,,,,,
CCn1c(=O)c(C(=O)N(CC(C)C)C(C)C)nc2cccnc21,<bos>,C,C,(,C,),N,(,C,C,(,C,),C,),C=O,<2>,O=c1cnc2cccnc2[nH]1,<10>,C,C,<eos>,,,,,,,,,,,
COc1cc(Cl)ccc1-c1noc(CCNC(=O)NC(C)(C)C)n1,<bos>,C,C,(,C,),(,C,),N,C=O,N,C,C,<2>,c1ncon1,<0>,<3>,c1ccccc1,<0>,<4>,(,O,C,),Cl,<eos>,,,,,,
COCCCN(C)C(=O)c1cc(F)ccc1Br,<bos>,F,<0>,c1ccccc1,<4>,<3>,(,Br,),C=O,N,(,C,),C,C,C,O,C,<eos>,,,,,,,,,,,,,
Cc1cnn(C2CCCN(C(=O)c3ccc(-n4cncn4)cc3)C2)c1,<bos>,C,<0>,c1cn[nH]c1,<3>,<1>,C1CCNCC1,<3>,C=O,<0>,c1ccccc1,<3>,<3>,c1nc[nH]n1,<eos>,,,,,,,,,,,,,,,,,,
CCOc1cc(NC(=O)NC2CC(=O)N(C)C2)ccc1OC,<bos>,C,C,O,<4>,c1ccccc1,<0>,<3>,(,O,C,),N,C=O,N,<3>,O=C1CCCN1,<5>,C,<eos>,,,,,,,,,,,,,
Nc1ccc(S(=O)(=O)Nc2c[nH]ccc2=O)cc1,<bos>,N,<0>,c1ccccc1,<3>,O=[SH2]=O,N,<2>,O=c1cc[nH]cc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CC(C)C(=O)Nc1ccc(NCc2ccc(C#N)cc2)cc1,<bos>,C,C,(,C,),C=O,N,<0>,c1ccccc1,<3>,N,C,<0>,c1ccccc1,<3>,C#N,<eos>,,,,,,,,,,,,,,,
CC(C)C(C#N)CNC(=O)Nc1ccc(C#N)cc1Cl,<bos>,C,C,(,C,),C,(,C#N,),C,N,C=O,N,<3>,c1ccccc1,<4>,<0>,(,C#N,),Cl,<eos>,,,,,,,,,,
O=C(NC1Cc2ccccc2C1)C1CC2CCCC(C1)C2=O,<bos>,O=C1C2CCCC1CCC2,<4>,C=O,N,<7>,c1ccc2c(c1)CCC2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
COC(C)C(=O)c1cc(C)n(Cc2cccc(F)c2)c1C,<bos>,F,<4>,c1ccccc1,<0>,C,<3>,c1cc[nH]c1,<0>,<2>,(,C,),<4>,(,C,),C=O,C,(,C,),O,C,<eos>,,,,,,,,
O=C1COC2CN(c3cccnc3)CC2N1Cc1ccccc1,<bos>,c1ccccc1,<0>,C,<9>,O=C1COC2CNCC2N1,<6>,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
,<bos>,O,<13>,O=C1CCC2=C(CCC3C2=CCC2CCCC23)C1,<4>,<3>,(,C,),F,<eos>,,,,,,,,,,,,,,,,,,,,,,
CSc1nnc(COC(=O)Cc2ccccc2C)n1C1CC1,<bos>,C,S,<3>,c1nnc[nH]1,<0>,<4>,(,<0>,C1CC1,),C,O,C=O,C,<0>,c1ccccc1,<5>,C,<eos>,,,,,,,,,,,,,
COc1cccc(CNC(=O)c2cc3ccc(OC)cc3oc2=O)c1,<bos>,C,O,<0>,c1ccccc1,<4>,C,N,C=O,<2>,O=c1ccc2ccccc2o1,<7>,O,C,<eos>,,,,,,,,,,,,,,,,,,
,<bos>,C,O,C=O,<12>,c1ccc2c(c1)nc1ccccn12,<10>,<8>,(,C,),<6>,(,C,),O=[SH2]=O,C,C,<eos>,,,,,,,,,,,,,,
CC(C)N(C(=O)C1CC(=O)N(C2CC2)C1)C1CCC1,<bos>,C,C,(,C,),N,(,<0>,C1CCC1,),C=O,<3>,O=C1CCCN1,<5>,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,
CC(Oc1ccccc1)C(=O)c1ccc(F)c(N)c1,<bos>,F,<3>,c1ccccc1,<0>,<4>,(,N,),C=O,C,(,C,),O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,
O=c1ccc(=O)n(Cn2ccc(Br)c2)[nH]1,<bos>,O=c1ccc(=O)[nH][nH]1,<7>,C,<3>,c1cc[nH]c1,<0>,Br,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CN(CC1=CCC2CC1C2(C)C)Cc1cccs1,<bos>,C,<6>,C1=CC2CC(C1)C2,<1>,<6>,(,C,),C,N,(,C,),C,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,
,<bos>,C,<0>,c1ccccc1,<5>,C=O,N,<3>,c1cscn1,<0>,<3>,<0>,<3>,c1cc[nH]c1,<eos>,,,,,,,,,,,,,,,,,,
CC(Sc1ccccn1)C(=O)N(C)c1ccc(F)c(F)c1,<bos>,F,<3>,c1ccccc1,<0>,<4>,(,F,),N,(,C,),C=O,C,(,C,),S,<2>,c1ccncc1,<eos>,,,,,,,,,,,
CCOC(=O)C(N)c1cc(C)c(Br)cc1C,<bos>,C,<2>,c1ccccc1,<0>,<5>,(,C,),<3>,(,Br,),C,(,N,),C=O,O,C,C,<eos>,,,,,,,,,,,
O=C(NCc1ccccn1)c1ccccc1,<bos>,c1ccccc1,<0>,C=O,N,C,<2>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(NC(=O)CNc2ccccc2C(F)(F)F)on1,<bos>,F,C,(,F,),(,F,),<5>,c1ccccc1,<0>,N,C,C=O,N,<4>,c1cnoc1,<1>,C,<eos>,,,,,,,,,,,,
COCc1ccc(CNC(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1,<bos>,C,O,C,<0>,c1ccccc1,<3>,C,N,C=O,N,<0>,c1ccccc1,<3>,O=[SH2]=O,N,<eos>,,,,,,,,,,,,,,,,
COc1ccc(C(=O)N(C)C)cc1OC(=O)c1cncc(C)n1,<bos>,C,N,(,C,),C=O,<0>,c1ccccc1,<4>,<3>,(,O,C,),O,C=O,<0>,c1cnccn1,<4>,C,<eos>,,,,,,,,,,,
CN(C)c1ccc(C(=O)NCCNC(=O)C2CCOCC2)cc1,<bos>,C,N,(,C,),<0>,c1ccccc1,<3>,C=O,N,C,C,N,C=O,<0>,C1CCOCC1,<eos>,,,,,,,,,,,,,,,
CN(C(=O)c1cn(C)nc1N)c1ccc(Cl)c(Cl)c1,<bos>,C,<3>,c1cn[nH]c1,<0>,<1>,(,N,),C=O,N,(,C,),<0>,c1ccccc1,<3>,<4>,(,Cl,),Cl,<eos>,,,,,,,,,,
COCCOc1cccc(CNS(=O)(=O)c2c(C)noc2C)c1,<bos>,C,<1>,c1cnoc1,<0>,<4>,(,C,),O=[SH2]=O,N,C,<4>,c1ccccc1,<0>,O,C,C,O,C,<eos>,,,,,,,,,,,,
,<bos>,c1cc[nH]c1,<3>,<0>,c1scc2c1OCCO2,<9>,<1>,c1cncnc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C(=O)NCC(F)(F)F)Oc2cccnc2NC1=O,<bos>,F,C,(,F,),(,F,),C,N,C=O,<2>,O=C1COc2cccnc2N1,<2>,C,<eos>,,,,,,,,,,,,,,,,
O=C(Nc1cccc(F)c1)c1ccccc1OCCO,<bos>,F,<4>,c1ccccc1,<0>,N,C=O,<5>,c1ccccc1,<0>,O,C,C,O,<eos>,,,,,,,,,,,,,,,,,,
CC(=O)Nc1cccc(OCC(=O)N2CCCC2C)c1,<bos>,C,C=O,N,<0>,c1ccccc1,<4>,O,C,C=O,<3>,C1CCNC1,<4>,C,<eos>,,,,,,,,,,,,,,,,,,
CC(=O)Nc1nc2c(s1)CN(C(=O)c1cccc(-c3ccoc3)c1)CC2,<bos>,C,C=O,N,<0>,c1nc2c(s1)CNCC2,<6>,C=O,<0>,c1ccccc1,<4>,<0>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,,,
COc1ccccc1N(C)C(=O)c1ccc(-n2cncn2)nc1,<bos>,C,O,<5>,c1ccccc1,<0>,N,(,C,),C=O,<1>,c1ccncc1,<4>,<3>,c1nc[nH]n1,<eos>,,,,,,,,,,,,,,,,
CCNC(=O)C1(NC(=O)c2oc3ccccc3c2C)CCCCC1,<bos>,C,C,N,C=O,<0>,C1CCCCC1,<0>,N,C=O,<5>,c1ccc2occc2c1,<6>,C,<eos>,,,,,,,,,,,,,,,,,,
CC(NC(=O)Cn1nnc(-c2ccccc2)n1)c1ccccc1Cl,<bos>,Cl,<5>,c1ccccc1,<0>,C,(,C,),N,C=O,C,<3>,c1nn[nH]n1,<0>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,
COc1cc(NC(=O)N2CCCC(C)C2)ccc1NC(C)=O,<bos>,C,C=O,N,<3>,c1ccccc1,<0>,<4>,(,O,C,),N,C=O,<3>,C1CCNCC1,<1>,C,<eos>,,,,,,,,,,,,,,
N#CC(CCc1cccc(Cl)c1)C(=O)N1CCCCC1,<bos>,C1CCNCC1,<3>,C=O,C,(,C#N,),C,C,<0>,c1ccccc1,<4>,Cl,<eos>,,,,,,,,,,,,,,,,,,
CC=C(C)c1nc(C(=O)N2CCCC(n3cncn3)C2)nn1C,<bos>,C,<0>,C=C,<1>,<1>,(,C,),<2>,c1nc[nH]n1,<0>,<3>,(,C,),C=O,<3>,C1CCNCC1,<1>,<3>,c1nc[nH]n1,<eos>,,,,,,,,,,
CC(NC(=O)NC1CCN(S(C)(=O)=O)CC1)C(C)(C)C,<bos>,C,C,(,C,),(,C,),C,(,C,),N,C=O,N,<0>,C1CCNCC1,<3>,O=[SH2]=O,C,<eos>,,,,,,,,,,,
COc1ccccc1C(=O)N1CCC(OCCn2nccc2C)CC1,<bos>,C,O,<0>,c1ccccc1,<5>,C=O,<3>,C1CCNCC1,<0>,O,C,C,<3>,c1cn[nH]c1,<4>,C,<eos>,,,,,,,,,,,,,,,
,<bos>,C#N,C,<6>,c1cc2nnc3cn[nH]c3n2n1,<8>,<3>,(,C,),C,<0>,c1ccccc1,<5>,C,<eos>,,,,,,,,,,,,,,,,,
C=CCNC(=O)c1ccc(CNC(=O)NC(C)C(C)CCC)cc1,<bos>,C,C,C,C,(,C,),C,(,C,),N,C=O,N,C,<0>,c1ccccc1,<3>,C=O,N,C,<0>,C=C,<eos>,,,,,,,,
COC(=O)CC1CCCN(S(=O)(=O)c2cccc3ccccc23)C1,<bos>,C,O,C=O,C,<1>,C1CCNCC1,<3>,O=[SH2]=O,<2>,c1ccc2ccccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1ocnc1C(C)C(=O)NCCc1ccccn1,<bos>,C,<1>,c1cocn1,<0>,C,(,C,),C=O,N,C,C,<2>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,
CCc1cc(=O)n(CC(N)=O)c(-c2ccc(F)cc2)n1,<bos>,C,C,<3>,O=c1ccnc[nH]1,<6>,<5>,(,<0>,c1ccccc1,<3>,F,),C,C=O,N,<eos>,,,,,,,,,,,,,,,,
Cc1cc(C(=O)N2CCN(Cc3cnn(C)c3)CC2)c(C)n1C1CC1,<bos>,C,<2>,c1cc[nH]c1,<0>,<4>,(,C,),<3>,(,<0>,C1CC1,),C=O,<2>,C1CNCCN1,<5>,C,<0>,c1cn[nH]c1,<3>,C,<eos>,,,,,,,,,
O=C(Nc1cc(Cl)cc(Cl)c1)c1cnns1,<bos>,Cl,<2>,c1ccccc1,<0>,<4>,(,Cl,),N,C=O,<1>,c1csnn1,<eos>,,,,,,,,,,,,,,,,,,,
Cc1nnc(-c2sc(C3CCCN3)nc2C(C)(C)C)o1,<bos>,C,C,(,C,),(,C,),<0>,c1cscn1,<1>,<3>,(,<4>,C1CCNC1,),<3>,c1nnco1,<0>,C,<eos>,,,,,,,,,,,
O=C(Nc1ccc2[nH]c(=O)[nH]c2c1)c1nnc2ncccn12,<bos>,c1cnc2nncn2c1,<6>,C=O,N,<5>,O=c1[nH]c2ccccc2[nH]1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CCOc1ccc2c(c1)C(NC(C)=O)C(OC)CO2,<bos>,C,C,O,<0>,c1ccc2c(c1)CCCO2,<6>,<7>,(,O,C,),N,C=O,C,<eos>,,,,,,,,,,,,,,,,,
O=C(CC1CCCCC1)Nc1ccc(N2CCCS2(=O)=O)cc1,<bos>,C1CCCCC1,<0>,C,C=O,N,<0>,c1ccccc1,<3>,<6>,O=S1(=O)CCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1cnc2c(C(=O)Nc3cc(-c4ncco4)ccc3C)cnn2c1,<bos>,C,<3>,c1ccccc1,<4>,<0>,(,<3>,c1cocn1,),N,C=O,<4>,c1cnc2ccnn2c1,<0>,C,<eos>,,,,,,,,,,,,,,,,
COc1ccc(CC(=O)NC2CCC(N3CCCC3=O)CC2)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,C,C=O,N,<0>,C1CCCCC1,<3>,<5>,O=C1CCCN1,<eos>,,,,,,,,,,,,,,,,,,
CCCN(CCO)C(=O)c1ccn(C)c(=O)c1,<bos>,C,<6>,O=c1cccc[nH]1,<3>,C=O,N,(,C,C,C,),C,C,O,<eos>,,,,,,,,,,,,,,,,,
OCCN(Cc1cccnc1)CC1COc2ccccc2O1,<bos>,c1ccc2c(c1)OCCO2,<8>,C,N,(,C,<1>,c1ccncc1,),C,C,O,<eos>,,,,,,,,,,,,,,,,,,,
COc1cccc(CC(=O)NCC(O)c2ccc(F)cc2)c1,<bos>,F,<3>,c1ccccc1,<0>,C,(,O,),C,N,C=O,C,<4>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,,,
NC(=O)Nc1cccc(NC(=O)c2ccccc2Br)c1,<bos>,N,C=O,N,<0>,c1ccccc1,<4>,N,C=O,<0>,c1ccccc1,<5>,Br,<eos>,,,,,,,,,,,,,,,,,,,
COc1cc(O)c(Cl)c2c1CCNC2c1cncnc1,<bos>,O,<1>,c1ccc2c(c1)CCNC2,<5>,<2>,(,Cl,),<9>,(,<0>,c1cncnc1,),O,C,<eos>,,,,,,,,,,,,,,,,
Cc1nn(C)c(N)c1CCCC(=O)NCCCC(C)C,<bos>,C,C,(,C,),C,C,C,N,C=O,C,C,C,<0>,c1cn[nH]c1,<4>,<1>,(,C,),<3>,(,C,),N,<eos>,,,,,,
COc1ccccc1NC(=O)C1CC(=O)N(C)c2ccccc21,<bos>,C,O,<0>,c1ccccc1,<5>,N,C=O,<3>,O=C1CCc2ccccc2N1,<10>,C,<eos>,,,,,,,,,,,,,,,,,,,,
