smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
Cc1ccc(-c2ocnc2C(=O)NCCc2ccccc2)o1,<bos>,C,<2>,c1ccoc1,<4>,<1>,c1cocn1,<0>,C=O,N,C,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)c1sc(CSc2ccccc2C)nc1C,<bos>,C,C=O,<1>,c1cscn1,<3>,<0>,(,C,),C,S,<0>,c1ccccc1,<5>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
O=C(Cc1n[nH]c(=O)c2ccccc12)NCCC1Sc2ccccc2NC1=O,<bos>,O=c1[nH]ncc2ccccc12,<4>,C,C=O,N,C,C,<2>,O=C1CSc2ccccc2N1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc2oc3c(c(=O)c2cc1C)CN(c1cccc(F)c1)C3=O,<bos>,C,<9>,O=C1NCc2c1oc1ccccc1c2=O,<2>,<10>,(,C,),<0>,c1ccccc1,<4>,F,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CCC(CC)C(=O)Nc1ccc(NC(=O)N2CCCC2)cc1,<bos>,C,C,C,(,C,C,),C=O,N,<0>,c1ccccc1,<3>,N,C=O,<3>,C1CCNC1,<eos>,,,,,,,,,,,,,,,,,,,,,
COc1ccnc(N2CCN(C(=O)Nc3ccc(F)cc3)CC2)n1,<bos>,C,O,<1>,c1cncnc1,<3>,<2>,C1CNCCN1,<5>,C=O,N,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCOCc1nc(N(C)C)nc(N2CCCC(C(=O)OCC)C2)n1,<bos>,C,C,O,C,<0>,c1ncncn1,<2>,<4>,(,N,(,C,),C,),<3>,C1CCNCC1,<1>,C=O,O,C,C,<eos>,,,,,,,,,,,,,,,
,<bos>,C,C,(,C,),<6>,O=c1cccn[nH]1,<3>,<5>,(,C,),<0>,C1CCNC1,<3>,C=O,C,O,C,<eos>,,,,,,,,,,,,,,,,,,
CCc1noc2ncnc(NCC3(c4cccs4)CC3)c12,<bos>,C,C,<4>,c1ncc2cnoc2n1,<2>,N,C,<0>,C1CC1,<0>,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)NS(=O)(=O)c1ccc(CC(=O)Nc2ccccc2)cc1,<bos>,C,C=O,N,O=[SH2]=O,<0>,c1ccccc1,<3>,C,C=O,N,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CCc1cc(C(=O)NCC(N2CCOCC2)C(C)(C)C)n(C)n1,<bos>,C,C,(,C,),(,C,),C,(,<5>,C1COCCN1,),C,N,C=O,<4>,c1cn[nH]c1,<1>,<3>,(,C,),C,C,<eos>,,,,,,,,,,,,
C=CCn1cc(COc2ncccc2C(=O)OC)c(C)n1,<bos>,C=C,<0>,C,<3>,c1cn[nH]c1,<0>,<1>,(,C,),C,O,<2>,c1ccncc1,<1>,C=O,O,C,<eos>,,,,,,,,,,,,,,,,,,,
COc1ccc(OCc2cc(=O)[nH]c3c(F)cccc23)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,O,C,<3>,O=c1ccc2ccccc2[nH]1,<8>,F,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(COC(C)C)c(C)c2c1NC(=O)C2C,<bos>,C,C,(,C,),O,C,<5>,O=C1Cc2ccccc2N1,<7>,<2>,(,C,),<4>,(,C,),C,<eos>,,,,,,,,,,,,,,,,,,
CCc1noc(CC)c1CNC(=O)Cc1cccc(-n2cnnn2)c1,<bos>,C,C,<1>,c1cnoc1,<0>,<4>,(,C,C,),C,N,C=O,C,<0>,c1ccccc1,<4>,<4>,c1nnn[nH]1,<eos>,,,,,,,,,,,,,,,,,,
CN(C(=O)Cc1ccc2c(c1)OCCO2)C1(C#N)CCCCC1,<bos>,C#N,<0>,C1CCCCC1,<0>,N,(,C,),C=O,C,<0>,c1ccc2c(c1)OCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CSc1ccc(C(=O)N2CCCS2(=O)=O)cn1,<bos>,C,S,<4>,c1ccncc1,<1>,C=O,<6>,O=S1(=O)CCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cn1cc(CNC(=O)c2cnc3c(c2)c(=O)[nH]c(=O)n3C)cn1,<bos>,C,<3>,c1cn[nH]c1,<0>,C,N,C=O,<7>,O=c1[nH]c(=O)c2cccnc2[nH]1,<11>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C(=O)NC1CC1)S(=O)(=O)c1nccs1,<bos>,C1CC1,<0>,N,C=O,C,(,C,),O=[SH2]=O,<3>,c1cscn1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccc2oc(=O)[nH]c2c1)c1ccc(Cl)c(Cl)c1,<bos>,Cl,<3>,c1ccccc1,<0>,<4>,(,Cl,),C=O,N,<5>,O=c1[nH]c2ccccc2o1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CC1CN(CC(O)c2nc3ccccc3s2)CCO1,<bos>,O,C,(,<5>,c1ccc2scnc2c1,),C,<5>,C1COCCN1,<1>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOc1ccc(C(C)N(C)C(=O)NC2CCCNC2=O)cc1,<bos>,C,C,O,<0>,c1ccccc1,<3>,C,(,C,),N,(,C,),C=O,N,<2>,O=C1CCCCN1,<eos>,,,,,,,,,,,,,,,,,,,
CC(CNC(=O)NCC1Cc2ccccc2O1)N(C)c1ccccc1,<bos>,C,N,(,<0>,c1ccccc1,),C,(,C,),C,N,C=O,N,C,<7>,c1ccc2c(c1)CCO2,<eos>,,,,,,,,,,,,,,,,,,,,
CCNc1nc(-c2coc(CNC(=O)Oc3ccccc3)n2)cs1,<bos>,C,C,N,<3>,c1cscn1,<0>,<0>,c1cocn1,<3>,C,N,C=O,O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CN(CC(=O)NC1CC1)C(=O)CNC(=O)c1ccc(F)cc1,<bos>,F,<3>,c1ccccc1,<0>,C=O,N,C,C=O,N,(,C,),C,C=O,N,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(CCn1cc(C(F)(F)F)ccc1=O)Nc1ccccc1,<bos>,F,C,(,F,),(,F,),<4>,O=c1cccc[nH]1,<6>,C,C,C=O,N,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,
COc1cc(C#N)ccc1Oc1ccccc1Br,<bos>,C,O,<4>,c1ccccc1,<3>,<0>,(,C#N,),O,<0>,c1ccccc1,<5>,Br,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCCOc1ccccc1CNC(=O)c1sccc1C,<bos>,C,C,C,O,<0>,c1ccccc1,<5>,C,N,C=O,<4>,c1ccsc1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCN(CCC(=O)OC)c1c(C#N)cnc2ccccc12,<bos>,C#N,<6>,c1ccc2ncccc2c1,<7>,N,(,C,C,),C,C,C=O,O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CC(C)NC(=O)c1cccc(S(=O)(=O)Nc2cccc(C#N)c2)c1,<bos>,C,C,(,C,),N,C=O,<0>,c1ccccc1,<4>,O=[SH2]=O,N,<0>,c1ccccc1,<4>,C#N,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C(=O)N2CCCN(C(=O)CCC#N)CC2)c(C)o1,<bos>,C,<4>,c1ccoc1,<1>,<2>,(,C,),C=O,<2>,C1CNCCNC1,<5>,C=O,C,C,C#N,<eos>,,,,,,,,,,,,,,,,,,,,,
N#Cc1ccccc1NC(=O)c1cccc(F)c1,<bos>,F,<0>,c1ccccc1,<4>,C=O,N,<5>,c1ccccc1,<0>,C#N,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nc1cc(S(N)(=O)=O)ccc1NC(=O)c1cccs1,<bos>,N,O=[SH2]=O,<0>,c1ccccc1,<3>,<4>,(,N,),N,C=O,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
,<bos>,C,O,<9>,O=C1Cc2cccnc2N1,<8>,<2>,(,O,C,),<6>,(,C,),C=O,N,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,
CCc1nn2c(=O)cc(COC(=O)c3ccoc3)nc2s1,<bos>,C,C,<7>,O=c1ccnc2scnn12,<3>,C,O,C=O,<0>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C)c(C(=O)Nc2nnc(-c3ccn(C(C)C)n3)o2)c1,<bos>,C,C,(,C,),<3>,c1cn[nH]c1,<1>,<0>,c1nnco1,<3>,N,C=O,<4>,c1ccccc1,<0>,<3>,(,C,),C,<eos>,,,,,,,,,,,,,,,,
Cc1ccccc1C(=O)NCc1nc(-c2ccccc2)no1,<bos>,C,<0>,c1ccccc1,<5>,C=O,N,C,<2>,c1ncon1,<0>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
COCCN(CCC#N)C(=O)N1CCCC(C)C1CO,<bos>,O,C,<2>,C1CCNCC1,<3>,<1>,(,C,),C=O,N,(,C,C,C#N,),C,C,O,C,<eos>,,,,,,,,,,,,,,,,,
Cc1c(CNC(=O)c2cc(-c3cccs3)on2)cnn1C,<bos>,C,<4>,c1cn[nH]c1,<0>,<3>,(,C,),C,N,C=O,<1>,c1cnoc1,<4>,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1nccn1-c1ncccc1NC(=O)c1ccsc1,<bos>,C,<3>,c1c[nH]cn1,<2>,<2>,c1ccncc1,<1>,N,C=O,<0>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)n(CC2CN(CC(=O)C(C#N)c3ccccn3)CCO2)n1,<bos>,C#N,C,(,<2>,c1ccncc1,),C=O,C,<5>,C1COCCN1,<1>,C,<3>,c1cn[nH]c1,<1>,<4>,(,C,),C,<eos>,,,,,,,,,,,,,,,,,
CC(C)(C)c1ncc(CNCc2nnc3n2CCCCC3)s1,<bos>,C,C,(,C,),(,C,),<3>,c1cscn1,<1>,C,N,C,<0>,c1nnc2n1CCCCC2,<eos>,,,,,,,,,,,,,,,,,,,,,
COc1ccc(NC(=O)CSc2nnc(N)c(=O)[nH]2)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,N,C=O,C,S,<5>,O=c1cnnc[nH]1,<2>,N,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)C(Sc1nc(N)c2ccccc2n1)c1ccccc1,<bos>,C,O,C=O,C,(,<0>,c1ccccc1,),S,<5>,c1ccc2ncncc2c1,<7>,N,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
O=c1c(NCc2ccc3c(c2)OCO3)nccn1C1CC1,<bos>,C1CC1,<0>,<6>,O=c1cncc[nH]1,<2>,N,C,<0>,c1ccc2c(c1)OCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)Oc1cc(CNC(=O)c2ccc3cn[nH]c3c2)ccn1,<bos>,C,C,(,C,),(,C,),O,<4>,c1ccncc1,<0>,C,N,C=O,<1>,c1ccc2[nH]ncc2c1,<eos>,,,,,,,,,,,,,,,,,,,,
Cn1cc(C(=O)Nc2ccc(Br)cc2)c(N)n1,<bos>,C,<3>,c1cn[nH]c1,<0>,<1>,(,N,),C=O,N,<0>,c1ccccc1,<3>,Br,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCC(C)(C)n1c(-c2ccsc2N)nc2cccnc21,<bos>,C,C,C,(,C,),(,C,),<4>,c1cnc2[nH]cnc2c1,<5>,<0>,c1ccsc1,<4>,N,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C(NC1CCOc2ccccc21)C1CCCCC1,<bos>,C1CCCCC1,<0>,C=O,N,<6>,c1ccc2c(c1)CCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOc1ccc(NC(=O)c2sc(C)cc2OC)cc1,<bos>,C,O,<1>,c1ccsc1,<2>,<4>,(,C,),C=O,N,<3>,c1ccccc1,<0>,O,C,C,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(Cn1nc2c(cc1=O)CCCC2)N(CC1CC1)C1CC1,<bos>,C1CC1,<0>,C,N,(,<0>,C1CC1,),C=O,C,<6>,O=c1cc2c(n[nH]1)CCCC2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cccc(OCc2noc(-c3cccs3)n2)c1OC,<bos>,C,O,<0>,c1ccccc1,<4>,<5>,(,O,C,),O,C,<0>,c1ncon1,<2>,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,
Cn1cnnc1-c1csc(Cc2ccc(F)cc2F)n1,<bos>,F,<0>,c1ccccc1,<3>,<4>,(,F,),C,<3>,c1cscn1,<0>,<0>,c1nnc[nH]1,<4>,C,<eos>,,,,,,,,,,,,,,,,,,,,,
CC(C)C(C)(O)CNC(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,<bos>,F,C,(,F,),(,F,),<2>,c1ccccc1,<0>,<4>,(,C,(,F,),(,F,),F,),C=O,N,C,C,(,C,),(,O,),C,(,C,),C,<eos>
CSc1ncccc1C(=O)N1Cc2cncnc2C1,<bos>,C,S,<2>,c1ccncc1,<1>,C=O,<7>,c1ncc2c(n1)CNC2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C=CCOC(=O)C1CC2CN(c3ncnc4c3cnn4C)CC2CO1,<bos>,C,<6>,c1ncc2cn[nH]c2n1,<2>,<4>,C1CC2CNCC2CO1,<0>,C=O,O,C,<0>,C=C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1nc(-c2ccccc2)sc1CN1CCOC(C(N)=O)C1,<bos>,C,<0>,c1cscn1,<1>,<3>,(,<0>,c1ccccc1,),C,<5>,C1COCCN1,<1>,C=O,N,<eos>,,,,,,,,,,,,,,,,,,,,,,
CN(CC1CCCO1)C(=O)Nc1ccc(F)c(C(N)=O)c1,<bos>,N,C=O,<4>,c1ccccc1,<0>,<3>,(,F,),N,C=O,N,(,C,),C,<4>,C1CCOC1,<eos>,,,,,,,,,,,,,,,,,,,
CCc1ccccc1OCC(=O)Oc1ccc(C(N)=O)cc1,<bos>,C,C,<0>,c1ccccc1,<5>,O,C,C=O,O,<0>,c1ccccc1,<3>,C=O,N,<eos>,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(OC)c(C(=O)Nc2ccc3c(c2)COC3)cc1OC,<bos>,C,O,<2>,c1ccccc1,<5>,<0>,(,O,C,),<3>,(,O,C,),C=O,N,<0>,c1ccc2c(c1)COC2,<eos>,,,,,,,,,,,,,,,,,,
O=C(c1cc(C2CC2)[nH]n1)N1CC=C(c2c[nH]c3ccccc23)CC1,<bos>,C1CC1,<0>,<4>,c1cn[nH]c1,<1>,C=O,<3>,C1=CCNCC1,<0>,<6>,c1ccc2[nH]ccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(CNC(=O)c2ccc(Cn3nc(C)cc3C)o2)cc1,<bos>,C,<1>,c1cn[nH]c1,<3>,<4>,(,C,),C,<2>,c1ccoc1,<4>,C=O,N,C,<3>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,,,,,,
Cc1cn2nc(SCC(=O)NC3CCCC3)sc2n1,<bos>,C,<0>,c1cn2ncsc2n1,<4>,S,C,C=O,N,<0>,C1CCCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOc1ccc(C2(C(=O)NCCN3CCOCC3)CCCC2)cc1,<bos>,C,C,O,<0>,c1ccccc1,<3>,<0>,C1CCCC1,<0>,C=O,N,C,C,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,,
O=C1CC(C(=O)N2CCn3c(CC4CCCO4)nnc3C2)CN1,<bos>,C1CCOC1,<4>,C,<0>,c1nnc2n1CCNC2,<7>,C=O,<3>,O=C1CCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)c1n[nH]c(C2CN(Cc3c[nH]nc3-c3cccnc3)CCO2)n1,<bos>,C,C,(,C,),<0>,c1nc[nH]n1,<2>,<1>,C1COCCN1,<5>,C,<0>,c1cn[nH]c1,<1>,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(CCn1ncn2c(cc3sccc32)c1=O)NCC1CC1,<bos>,C1CC1,<0>,C,N,C=O,C,C,<2>,O=c1[nH]ncn2c1cc1sccc12,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccccc1N(C)C(=O)C(C)N1CCN(C2CC2)CC1,<bos>,C1CC1,<0>,<5>,C1CNCCN1,<2>,C,(,C,),C=O,N,(,C,),<5>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,,,,,,,
O=C(NCc1ccccc1)c1ccc(Cl)c(NC(=O)c2ccccn2)c1,<bos>,c1ccccc1,<0>,C,N,C=O,<0>,c1ccccc1,<4>,<3>,(,Cl,),N,C=O,<2>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,
COCCSc1nnc(C(O)c2ccccc2)n1N,<bos>,O,C,(,<0>,c1ccccc1,),<3>,c1nnc[nH]1,<0>,<4>,(,N,),S,C,C,O,C,<eos>,,,,,,,,,,,,,,,,,,,
COCC(=O)N1CCC2(CC1)Nc1c(F)cccc1-n1cccc12,<bos>,C,O,C,C=O,<10>,c1ccc2c(c1)NC1(CCNCC1)c1cccn1-2,<5>,F,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCc1cc(NC(=O)C2CC(=O)N(C)C2c2ccccn2)[nH]n1,<bos>,C,<5>,O=C1CCCN1,<3>,<4>,(,<2>,c1ccncc1,),C=O,N,<4>,c1cn[nH]c1,<1>,C,C,C,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1nn(-c2ccccc2)nc1C(=O)OC1CC(C)OC1=O,<bos>,C,<1>,c1cn[nH]n1,<0>,<3>,(,<0>,c1ccccc1,),C=O,O,<2>,O=C1CCCO1,<4>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCc1oc2ccccc2c1CN(C)C(=O)c1ccc(C)[nH]c1=O,<bos>,C,C,<5>,c1ccc2occc2c1,<6>,C,N,(,C,),C=O,<2>,O=c1cccc[nH]1,<5>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCN(Cc1ccccc1)C(=O)c1cc(C)n(C2CC2)c1C,<bos>,C,<2>,c1cc[nH]c1,<0>,<4>,(,C,),<3>,(,<0>,C1CC1,),C=O,N,(,C,<0>,c1ccccc1,),C,C,<eos>,,,,,,,,,,,,,,,
Cc1nn(C)c(C)c1CCNC(=O)CCNC(=O)c1ccco1,<bos>,C,<1>,c1cn[nH]c1,<0>,<3>,(,C,),<4>,(,C,),C,C,N,C=O,C,C,N,C=O,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,
CC1CC(C)CN(C(=O)c2ccc3c(c2)OCC(=O)N3)C1,<bos>,C,<1>,C1CCNCC1,<3>,<5>,(,C,),C=O,<6>,O=C1COc2ccccc2N1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1cc(C#N)ccc1F)C(=O)Cc1noc2ccccc12,<bos>,F,<3>,c1ccccc1,<4>,<0>,(,C#N,),C,N,(,C,),C=O,C,<6>,c1ccc2oncc2c1,<eos>,,,,,,,,,,,,,,,,,,,,
Cn1cc(C(=O)Nc2nc(-c3cc(Cl)ccc3F)cs2)cn1,<bos>,F,<3>,c1ccccc1,<4>,<0>,(,Cl,),<0>,c1cscn1,<3>,N,C=O,<0>,c1cn[nH]c1,<3>,C,<eos>,,,,,,,,,,,,,,,,,,,,
C#CCOCc1nnc(C(=O)Nc2ccc(F)cc2)s1,<bos>,F,<3>,c1ccccc1,<0>,N,C=O,<3>,c1nncs1,<0>,C,O,C,<0>,C#C,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)c1ccc2cc(C(=O)N3CCOCC3C3CC3)[nH]c2c1,<bos>,C,C,(,C,),(,C,),<1>,c1ccc2[nH]ccc2c1,<5>,C=O,<5>,C1COCCN1,<0>,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(NCCn1nc(-n2cccn2)ccc1=O)C1CCCO1,<bos>,C1CCOC1,<4>,C=O,N,C,C,<6>,O=c1cccn[nH]1,<4>,<3>,c1cn[nH]c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(C(O)CNC(=O)c2cccs2)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,C,(,O,),C,N,C=O,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCS(=O)(=O)NCCN1CCN(c2nccs2)CC1,<bos>,C,C,O=[SH2]=O,N,C,C,<2>,C1CNCCN1,<5>,<3>,c1cscn1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
COCC(C)NC(=O)CSc1ccc(C)cc1,<bos>,C,O,C,C,(,C,),N,C=O,C,S,<0>,c1ccccc1,<3>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(OCC2NC(=O)C3CCCN3C2=O)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,O,C,<3>,O=C1NCC(=O)N2CCCC12,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCS(=O)(=O)N(CCC1CCOCC1)c1ccccc1O,<bos>,C,C,O=[SH2]=O,N,(,<0>,c1ccccc1,<5>,O,),C,C,<0>,C1CCOCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cc1nc(CN(Cc2ccc(F)cc2)C(=O)N2CCCC2)cs1,<bos>,F,<3>,c1ccccc1,<0>,C,N,(,C=O,<3>,C1CCNC1,),C,<0>,c1cscn1,<3>,C,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1cc2c(o1)c1cnn(CC(=O)NC3CC3)c(=O)c1n2C,<bos>,C,<10>,O=c1[nH]ncc2c1[nH]c1ccoc12,<2>,<7>,(,C,),C,C=O,N,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CC(=O)N1CCCC(C(=O)NCCc2c[nH]c3ccc(F)cc23)C1,<bos>,C,C=O,<3>,C1CCNCC1,<1>,C=O,N,C,C,<6>,c1ccc2[nH]ccc2c1,<0>,F,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(NC(=O)C(C)Sc2ncccn2)sn1,<bos>,c1cncnc1,<3>,S,C,(,C,),C=O,N,<4>,c1cnsc1,<1>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
Cc1c(CN(C)C(=O)c2cccc3ccccc23)cnn1C,<bos>,C,<3>,c1cn[nH]c1,<0>,<4>,(,C,),C,N,(,C,),C=O,<2>,c1ccc2ccccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,
CCn1c(=NC(=O)c2ccnc(OC3CCC3)c2)[nH]c2ccccc21,<bos>,C,C,<9>,N=c1[nH]c2ccccc2[nH]1,<0>,C=O,<0>,c1ccncc1,<4>,O,<0>,C1CCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(NCc2c(C)noc2C)n2nccc2n1,<bos>,C,<1>,c1cnoc1,<0>,<4>,(,C,),C,N,<8>,c1cnc2ccnn2c1,<1>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,
COc1cc2nc(C)cc(N)c2cc1Br,<bos>,C,O,<1>,c1ccc2ncccc2c1,<7>,<5>,(,C,),<0>,(,Br,),N,<eos>,,,,,,,,,,,,,,,,,,,,,,,
O=S(=O)(c1cccnc1)N1CCC(O)CC1,<bos>,O,<0>,C1CCNCC1,<3>,O=[SH2]=O,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,<bos>,C,<3>,O=c1cc[nH]c2c3c(ccc12)Oc1c(ccc2c(=O)cc[nH]c12)O3,<11>,O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=S(=O)(C1CC1)N1CCC2C1CCN2Cc1nccs1,<bos>,C1CC1,<0>,O=[SH2]=O,<7>,C1CC2NCCC2N1,<3>,C,<3>,c1cscn1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cnn(Cc2ccc(C(=O)OCC(=O)N3CCCC3)cc2)c1,<bos>,C,<0>,c1cn[nH]c1,<3>,C,<0>,c1ccccc1,<3>,C=O,O,C,C=O,<3>,C1CCNC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
N#CC(NC(=O)c1ccoc1)c1ccc(C(F)(F)F)cc1,<bos>,F,C,(,F,),(,F,),<3>,c1ccccc1,<0>,C,(,C#N,),N,C=O,<0>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,,
CC(C)(NC(=O)N1CCCC(CC(N)=O)C1)c1ccccn1,<bos>,C,C,(,C,),(,<2>,c1ccncc1,),N,C=O,<3>,C1CCNCC1,<1>,C,C=O,N,<eos>,,,,,,,,,,,,,,,,,,,,
Cn1cc(-c2ncc(CNC(=O)c3cccc4ccccc34)s2)cn1,<bos>,C,<3>,c1cn[nH]c1,<0>,<3>,c1cscn1,<1>,C,N,C=O,<2>,c1ccc2ccccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(NC(=O)C2CC2)cc1NC(=O)N1CCCC1,<bos>,C1CC1,<0>,C=O,N,<0>,c1ccccc1,<4>,<3>,(,O,C,),N,C=O,<3>,C1CCNC1,<eos>,,,,,,,,,,,,,,,,,,,,,
COc1cc(C(=O)NCC(F)(F)F)cc(Cl)c1OC(C)C,<bos>,C,C,(,C,),O,<3>,c1ccccc1,<0>,<4>,(,O,C,),<2>,(,Cl,),C=O,N,C,C,(,F,),(,F,),F,<eos>,,,,,,,,
N#CC(CC1CCCCC1)C(=O)Nc1ccc2c(c1)OCCO2,<bos>,C1CCCCC1,<0>,C,C,(,C#N,),C=O,N,<0>,c1ccc2c(c1)OCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
Cn1cc(Br)c(CNS(=O)(=O)Cc2ccccc2)n1,<bos>,C,<3>,c1cn[nH]c1,<1>,<0>,(,Br,),C,N,O=[SH2]=O,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccsc1C(N)C(=O)N1CCCCCC1C1CC1,<bos>,C,<0>,c1ccsc1,<4>,C,(,N,),C=O,<4>,C1CCCNCC1,<5>,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)CC(C)Oc1ccc(F)cc1Br,<bos>,F,<0>,c1ccccc1,<3>,<4>,(,Br,),O,C,(,C,),C,C=O,O,C,<eos>,,,,,,,,,,,,,,,,,,,,
CCOc1ccc(C(O)CNC(=O)c2ccc(C)cc2)cc1OC,<bos>,C,C,O,<3>,c1ccccc1,<0>,<4>,(,O,C,),C,(,O,),C,N,C=O,<0>,c1ccccc1,<3>,C,<eos>,,,,,,,,,,,,,,,
N#Cc1cnn(-c2ncnc3c2ncn3-c2ccccc2)c1N,<bos>,N,<4>,c1cn[nH]c1,<3>,<0>,(,C#N,),<2>,c1ncc2nc[nH]c2n1,<6>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
