smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
CCC(NC(=O)C1CCCCC1)C(=O)NCc1cccnc1,<bos>,c1ccncc1,<1>,C,N,C=O,C,(,C,C,),N,C=O,<0>,C1CCCCC1,<eos>,,,,,,,,,,,,,,,,,
O=C(c1cccc(OCc2ccccn2)c1)N1CCCC1,<bos>,C1CCNC1,<3>,C=O,<0>,c1ccccc1,<4>,O,C,<2>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C(c1cccnc1)N1CCC2(CC(=O)N(c3ccc(Cl)cc3)C2)C1,<bos>,Cl,<3>,c1ccccc1,<0>,<9>,O=C1CC2(CCNC2)CN1,<6>,C=O,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1cc2cc(OC3CCN(C(=O)OC(C)(C)C)CC3)ccc2[nH]1,<bos>,C,C,(,C,),(,C,),O,C=O,<3>,C1CCNCC1,<0>,O,<0>,c1ccc2[nH]ccc2c1,<5>,C,<eos>,,,,,,,,,,,,,
Cc1ccc2c(c1F)C(c1sc(CO)nc1C)NCC2,<bos>,C,<1>,c1ccc2c(c1)CCNC2,<9>,<2>,(,F,),<1>,c1cscn1,<3>,<0>,(,C,),C,O,<eos>,,,,,,,,,,,,,,
COC(=O)C1CCCC(C(O)Cc2ccc(NC(C)=O)cc2)C1,<bos>,C,O,C=O,<0>,C1CCCCC1,<4>,C,(,O,),C,<0>,c1ccccc1,<3>,N,C=O,C,<eos>,,,,,,,,,,,,,,
Fc1ccc2oc(CN3CCC(c4nc5ccccc5s4)C3)nc2c1,<bos>,F,<0>,c1ccc2ocnc2c1,<5>,C,<3>,C1CCNC1,<0>,<5>,c1ccc2scnc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,
CCOc1ccc(Oc2ccc(-c3nc(-c4ccncc4)no3)cn2)cc1,<bos>,C,C,O,<0>,c1ccccc1,<3>,O,<4>,c1ccncc1,<1>,<2>,c1ncon1,<0>,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,
CC(C)NC(=O)CN1CCc2nc(NC(=O)C3CC3C)sc2C1,<bos>,C,C,(,C,),N,C=O,C,<6>,c1nc2c(s1)CNCC2,<0>,N,C=O,<2>,C1CC1,<0>,C,<eos>,,,,,,,,,,,,,,
Cc1cccc(NC(=O)C(C)Sc2cc(C(N)=O)ccn2)c1C,<bos>,C,<4>,c1ccccc1,<0>,<5>,(,C,),N,C=O,C,(,C,),S,<4>,c1ccncc1,<0>,C=O,N,<eos>,,,,,,,,,,,
COCCNC(=O)CCCOc1ccc(Br)cc1O,<bos>,O,<4>,c1ccccc1,<3>,<0>,(,Br,),O,C,C,C,C=O,N,C,C,O,C,<eos>,,,,,,,,,,,,,
CC(=O)c1ccccc1S(=O)(=O)NC1CCCC1,<bos>,C,C=O,<0>,c1ccccc1,<5>,O=[SH2]=O,N,<0>,C1CCCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CN(Cc1ccccc1Cl)C(=O)Nc1cn[nH]c1,<bos>,Cl,<5>,c1ccccc1,<0>,C,N,(,C,),C=O,N,<0>,c1cn[nH]c1,<eos>,,,,,,,,,,,,,,,,,,
CC(=O)c1ccc(N2CCN(CC(=O)NCc3cccnc3)C2=O)cc1,<bos>,C,C=O,<0>,c1ccccc1,<3>,<2>,O=C1NCCN1,<5>,C,C=O,N,C,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,
O=C(NC1CC1)NC1CCc2cccc(Br)c21,<bos>,C1CC1,<0>,N,C=O,N,<6>,c1ccc2c(c1)CCC2,<5>,Br,<eos>,,,,,,,,,,,,,,,,,,,,,,
CN(CCCS(=O)(=O)c1c(N)n(C)c(=O)[nH]c1=O)c1ccccc1,<bos>,C,N,(,<0>,c1ccccc1,),C,C,C,O=[SH2]=O,<2>,O=c1cc[nH]c(=O)[nH]1,<4>,<3>,(,N,),C,<eos>,,,,,,,,,,,,,
CCOCCCNC(=O)C(N)c1ccc(F)c(C)c1,<bos>,C,<4>,c1ccccc1,<0>,<3>,(,F,),C,(,N,),C=O,N,C,C,C,O,C,C,<eos>,,,,,,,,,,,
O=c1[nH]c(N2CCCC2)nc2nccc(-c3ccncc3)c12,<bos>,C1CCNC1,<3>,<3>,O=c1[nH]cnc2ncccc12,<9>,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
COc1cccc2cc(C(=O)Nc3cccc(SC)c3)c(=O)oc12,<bos>,C,S,<0>,c1ccccc1,<4>,N,C=O,<2>,O=c1ccc2ccccc2o1,<8>,O,C,<eos>,,,,,,,,,,,,,,,,,,,
CC(C)NC(=O)Nc1cccc(OCCNC(=O)C2CCOCC2)c1,<bos>,C,C,(,C,),N,C=O,N,<0>,c1ccccc1,<4>,O,C,C,N,C=O,<0>,C1CCOCC1,<eos>,,,,,,,,,,,,,
Cc1ccc(CC(=O)Nc2cccc3cccnc23)cc1,<bos>,C,<0>,c1ccccc1,<3>,C,C=O,N,<2>,c1ccc2ncccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,
NS(=O)(=O)C1CN(c2ccc(C(F)(F)F)cc2)C1=O,<bos>,F,C,(,F,),(,F,),<3>,c1ccccc1,<0>,<4>,O=C1CCN1,<2>,O=[SH2]=O,N,<eos>,,,,,,,,,,,,,,,
COC(=O)C1(N(C)C(=O)COc2ccccc2C#N)CCCCC1,<bos>,C,O,C=O,<0>,C1CCCCC1,<0>,N,(,C,),C=O,C,O,<0>,c1ccccc1,<5>,C#N,<eos>,,,,,,,,,,,,,,
CCN(CC)C(=O)CCC(=O)Nc1cc(N)c(F)cc1F,<bos>,F,<5>,c1ccccc1,<2>,<3>,(,F,),<0>,(,N,),N,C=O,C,C,C=O,N,(,C,C,),C,C,<eos>,,,,,,,
,<bos>,C,<1>,c1ccc2c(c1)ncn1cnnc21,<7>,<13>,(,C,),<8>,(,C,),<0>,c1cn[nH]c1,<3>,C,<eos>,,,,,,,,,,,,,,,
COc1ccc(S(=O)(=O)Nc2cccc3cccnc23)cc1OC,<bos>,C,O,<3>,c1ccccc1,<0>,<4>,(,O,C,),O=[SH2]=O,N,<2>,c1ccc2ncccc2c1,<eos>,,,,,,,,,,,,,,,,,
COc1cc(C)c(NCC(=O)NC2CCCC(C)C2)cc1OC,<bos>,C,O,<2>,c1ccccc1,<5>,<3>,(,O,C,),<0>,(,C,),N,C,C=O,N,<0>,C1CCCCC1,<4>,C,<eos>,,,,,,,,,
CNC(=O)C1CCCN1C(=O)C1CCCCC1,<bos>,C,N,C=O,<4>,C1CCNC1,<3>,C=O,<0>,C1CCCCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCCCCc1c(NC(=O)c2cccnc2)[nH]c(=O)[nH]c1=O,<bos>,C,C,C,C,C,<2>,O=c1cc[nH]c(=O)[nH]1,<3>,N,C=O,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,
O=C(c1ccsc1)N1CCCC1c1nnc2ccccn12,<bos>,c1ccsc1,<0>,C=O,<3>,C1CCNC1,<4>,<4>,c1ccn2cnnc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)c1cc(N)cc2c(-c3ccccc3Cl)c[nH]c12,<bos>,C,O,C=O,<2>,c1ccc2[nH]ccc2c1,<6>,<0>,(,N,),<0>,c1ccccc1,<5>,Cl,<eos>,,,,,,,,,,,,,,,,,
CC(C)NS(=O)(=O)c1cnn(-c2ccccc2)c1,<bos>,C,C,(,C,),N,O=[SH2]=O,<0>,c1cn[nH]c1,<3>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,
CCCCc1ccc(NC(=O)c2sccc2NC(C)=O)cc1,<bos>,C,C,C,C,<0>,c1ccccc1,<3>,N,C=O,<4>,c1ccsc1,<0>,N,C=O,C,<eos>,,,,,,,,,,,,,,,,
COc1ccc(C(=O)NC2c3ccccc3CC2C)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,C=O,N,<8>,c1ccc2c(c1)CCC2,<7>,C,<eos>,,,,,,,,,,,,,,,,,,,,
CC(=O)c1cccc(NC(=O)COc2ccccc2O)c1,<bos>,C,C=O,<0>,c1ccccc1,<4>,N,C=O,C,O,<0>,c1ccccc1,<5>,O,<eos>,,,,,,,,,,,,,,,,,,
C=CCn1c(SCC(N)=O)nnc1-c1ccc2c(c1)OCCO2,<bos>,C=C,<0>,C,<4>,c1nnc[nH]1,<0>,<3>,(,<0>,c1ccc2c(c1)OCCO2,),S,C,C=O,N,<eos>,,,,,,,,,,,,,,,,
COCCOc1ccccc1NC(=O)c1noc(-c2cccnc2)n1,<bos>,C,O,C,C,O,<0>,c1ccccc1,<5>,N,C=O,<0>,c1ncon1,<2>,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,
,<bos>,C,N,(,C,),<4>,c1nncs1,<0>,<2>,c1nc[nH]n1,<3>,<0>,C1CCNCC1,<3>,C=O,C,<eos>,,,,,,,,,,,,,,,
O=C(Cc1cccs1)N1CCN(CC(O)Cn2cccn2)CC1,<bos>,c1cn[nH]c1,<3>,C,C,(,O,),C,<2>,C1CNCCN1,<5>,C=O,C,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,
Nc1cnn(CCCN2CCCc3ccccc32)c1,<bos>,N,<0>,c1cn[nH]c1,<3>,C,C,C,<9>,c1ccc2c(c1)CCCN2,<eos>,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1nccs1)C1CCCCN1C(=O)c1csnn1,<bos>,c1cscn1,<3>,N,C=O,<2>,C1CCNCC1,<3>,C=O,<0>,c1csnn1,<eos>,,,,,,,,,,,,,,,,,,,,,
CCN1CCOc2ccc(NC(=O)c3cccs3)cc2C1=O,<bos>,C,C,<2>,O=C1NCCOc2ccccc21,<9>,N,C=O,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
FC(F)(F)c1ccnc(NCCNc2ncccc2Cl)n1,<bos>,F,C,(,F,),(,F,),<1>,c1cncnc1,<3>,N,C,C,N,<2>,c1ccncc1,<1>,Cl,<eos>,,,,,,,,,,,,
COc1ccc(-c2cc(C(=O)NC(C)c3ccncc3)on2)cc1,<bos>,C,C,(,<0>,c1ccncc1,),N,C=O,<4>,c1cnoc1,<1>,<3>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,,,,
Cc1cc(NC(C)c2cccc(N)c2)n2nc(C)cc2n1,<bos>,C,<1>,c1cnc2ccnn2c1,<8>,<5>,(,C,),N,C,(,C,),<0>,c1ccccc1,<4>,N,<eos>,,,,,,,,,,,,,,
COc1ccc2nc(NC(=O)COCc3nc(C)no3)sc2c1,<bos>,C,O,<1>,c1ccc2scnc2c1,<5>,N,C=O,C,O,C,<2>,c1ncon1,<0>,C,<eos>,,,,,,,,,,,,,,,,,
COc1ccc(OC(C)C(=O)Nc2ccc3[nH]nc(C(N)=O)c3c2)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,O,C,(,C,),C=O,N,<0>,c1ccc2[nH]ncc2c1,<6>,C=O,N,<eos>,,,,,,,,,,,,,,
Cc1ccnc(-c2noc(C(C)(C)NC(=O)OC(C)(C)C)n2)n1,<bos>,C,C,(,C,),(,C,),O,C=O,N,C,(,C,),(,C,),<2>,c1ncon1,<0>,<3>,c1cncnc1,<1>,C,<eos>,,,,,,
Cc1noc(C(C)N2CCN(S(C)(=O)=O)CC2)n1,<bos>,C,O=[SH2]=O,<5>,C1CNCCN1,<2>,C,(,C,),<2>,c1ncon1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,
COCCCNC(=O)c1c(-c2cccs2)coc1N,<bos>,N,<2>,c1ccoc1,<1>,<0>,(,<4>,c1ccsc1,),C=O,N,C,C,C,O,C,<eos>,,,,,,,,,,,,,,,
CCCn1c(=O)[nH]c(=O)c2c1nc(NC(C)c1ccccc1)n2C,<bos>,C,C,(,<0>,c1ccccc1,),N,<7>,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,<10>,<6>,(,C,),C,C,C,<eos>,,,,,,,,,,,,,,
Cc1ccc(C2NCCc3cc(F)ccc32)n1C,<bos>,C,<4>,c1cc[nH]c1,<2>,<3>,(,C,),<9>,c1ccc2c(c1)CCNC2,<0>,F,<eos>,,,,,,,,,,,,,,,,,,,
CCN(CC)C(=O)CCC(=O)Nc1nc(C(C)C)cs1,<bos>,C,C,(,C,),<0>,c1cscn1,<3>,N,C=O,C,C,C=O,N,(,C,C,),C,C,<eos>,,,,,,,,,,,
Cc1ccn2c(=NC(=O)c3ccc(Cl)c(N)c3)[nH]nc2c1,<bos>,Cl,<3>,c1ccccc1,<0>,<4>,(,N,),C=O,<0>,N=c1[nH]nc2ccccn12,<6>,C,<eos>,,,,,,,,,,,,,,,,,,
Cc1n[nH]c(SC(C)C(=O)Nc2ccc(F)cc2)n1,<bos>,C,<0>,c1nc[nH]n1,<2>,S,C,(,C,),C=O,N,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,
COCC(=O)N1CC2CN(Cc3cccnc3)C(=O)C2C1,<bos>,C,O,C,C=O,<6>,O=C1NCC2CNCC12,<2>,C,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,
CCn1nc(C)c(CCC(=O)N2CCN(CC(=O)NC)CC2)c1C,<bos>,C,C,<3>,c1cn[nH]c1,<0>,<1>,(,C,),<4>,(,C,),C,C,C=O,<2>,C1CNCCN1,<5>,C,C=O,N,C,<eos>,,,,,,,,
CCN(C(C)=O)C(C)c1nc2ccccc2n1CC(=O)OC(C)C,<bos>,C,C,(,C,),O,C=O,C,<4>,c1ccc2[nH]cnc2c1,<5>,C,(,C,),N,(,C,C,),C=O,C,<eos>,,,,,,,,,
CC(C)CCn1c(SCCN2CCOCC2)nnc1C1CC1,<bos>,C,C,(,C,),C,C,<4>,c1nnc[nH]1,<0>,<3>,(,<0>,C1CC1,),S,C,C,<5>,C1COCCN1,<eos>,,,,,,,,,,,
O=C(NCc1ccc(Cl)cc1)Nc1cnn(CC(F)(F)F)c1,<bos>,F,C,(,F,),(,F,),C,<3>,c1cn[nH]c1,<0>,N,C=O,N,C,<0>,c1ccccc1,<3>,Cl,<eos>,,,,,,,,,,,
O=C(NCc1cn2ccsc2n1)NCC(O)c1ccccc1Cl,<bos>,Cl,<5>,c1ccccc1,<0>,C,(,O,),C,N,C=O,N,C,<0>,c1cn2ccsc2n1,<eos>,,,,,,,,,,,,,,,,
CCc1cccc(C2CC(c3ccncc3)=Nc3nnnn32)c1,<bos>,C,C,<0>,c1ccccc1,<4>,<7>,C1=Nc2nnnn2CC1,<0>,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,
CCc1ccc(CNC(=O)NCc2ccc(C(=O)NC)cc2)cc1,<bos>,C,C,<0>,c1ccccc1,<3>,C,N,C=O,N,C,<0>,c1ccccc1,<3>,C=O,N,C,<eos>,,,,,,,,,,,,,,,
Cc1cc(=O)[nH]c(NCCOc2c(C)cccc2C)n1,<bos>,C,<0>,c1ccccc1,<5>,<4>,(,C,),O,C,C,N,<5>,O=c1ccnc[nH]1,<3>,C,<eos>,,,,,,,,,,,,,,,
C#CCC(NC(=O)NC1COc2ccccc21)c1ccccc1F,<bos>,F,<5>,c1ccccc1,<0>,C,(,C,<0>,C#C,),N,C=O,N,<6>,c1ccc2c(c1)CCO2,<eos>,,,,,,,,,,,,,,,,
CSc1ccc(NC(=O)NCCCn2ccc3ccccc32)cc1,<bos>,C,S,<0>,c1ccccc1,<3>,N,C=O,N,C,C,C,<4>,c1ccc2[nH]ccc2c1,<eos>,,,,,,,,,,,,,,,,,,
Cn1ccnc1SCC(=O)NCC(CO)Cc1ccco1,<bos>,O,C,C,(,C,<4>,c1ccoc1,),C,N,C=O,C,S,<3>,c1c[nH]cn1,<2>,C,<eos>,,,,,,,,,,,,,,
O=C(OC1CCCCC1)N1CCC2(CC1)OCCO2,<bos>,C1CCCCC1,<0>,O,C=O,<5>,C1CC2(CCN1)OCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Cn1ccccc1=O)N(Cc1ccco1)C1CC1,<bos>,c1ccoc1,<4>,C,N,(,<0>,C1CC1,),C=O,C,<6>,O=c1cccc[nH]1,<eos>,,,,,,,,,,,,,,,,,,,
COCCN1CCC2(CCCN(S(=O)(=O)c3cccs3)C2)C1=O,<bos>,C,O,C,C,<2>,O=C1NCCC12CCCNC2,<9>,O=[SH2]=O,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,,
CCCC1CCC(NC(=O)NCc2ccnn2C)CC1,<bos>,C,C,C,<0>,C1CCCCC1,<3>,N,C=O,N,C,<4>,c1cn[nH]c1,<3>,C,<eos>,,,,,,,,,,,,,,,,,
CSc1ccc(NC(=O)Nc2ccc(F)c(C(N)=O)c2)cc1,<bos>,N,C=O,<4>,c1ccccc1,<0>,<3>,(,F,),N,C=O,N,<3>,c1ccccc1,<0>,S,C,<eos>,,,,,,,,,,,,,,
CC(C)n1ncc2[nH]c(Cn3ccc(-c4ccccn4)n3)nc21,<bos>,C,C,(,C,),<3>,c1nc2[nH]ncc2[nH]1,<0>,C,<3>,c1cn[nH]c1,<1>,<2>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,
COC(=O)c1nc2sc3c(n2c1Cl)CCCC3,<bos>,C,O,C=O,<0>,c1cn2c3c(sc2n1)CCCC3,<1>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CCc1c(C)nc2n(c1=O)CC(C(=O)N1CCCC(CC)C1)CS2,<bos>,C,C,<2>,O=c1ccnc2n1CCCS2,<8>,<3>,(,C,),C=O,<3>,C1CCNCC1,<1>,C,C,<eos>,,,,,,,,,,,,,,,,
COCCN1CC(C(=O)N2CCN(c3ccccc3F)CC2)CC1=O,<bos>,C,O,C,C,<5>,O=C1CCCN1,<3>,C=O,<2>,C1CNCCN1,<5>,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,,,
COC(=O)c1ccccc1N1CCC2(CCC(=O)NC2)CC1,<bos>,C,O,C=O,<0>,c1ccccc1,<5>,<7>,O=C1CCC2(CCNCC2)CN1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
C#CCn1c(SCC(=O)NC(C)(C)C)nnc1N1CCOCC1,<bos>,C,C,(,C,),(,C,),N,C=O,C,S,<0>,c1nnc[nH]1,<4>,<3>,(,<5>,C1COCCN1,),C,<0>,C#C,<eos>,,,,,,,,
O=C(Cn1c(=O)oc2ccccc21)NCc1ccco1,<bos>,c1ccoc1,<4>,C,N,C=O,C,<2>,O=c1[nH]c2ccccc2o1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cc1c(C(=O)NCc2ccnc(OC3CCC3)c2)cnn1C,<bos>,C,<3>,c1cn[nH]c1,<0>,<4>,(,C,),C=O,N,C,<0>,c1ccncc1,<4>,O,<0>,C1CCC1,<eos>,,,,,,,,,,,,,,
Cc1nn(C)c2nc(NCCNC(=O)OC(C)(C)C)sc12,<bos>,C,C,(,C,),(,C,),O,C=O,N,C,C,N,<0>,c1nc2[nH]ncc2s1,<5>,<3>,(,C,),C,<eos>,,,,,,,,,
COc1c(C(=O)Oc2ccccc2Br)c(C)nn1C,<bos>,C,O,<4>,c1cn[nH]c1,<0>,<1>,(,C,),<3>,(,C,),C=O,O,<0>,c1ccccc1,<5>,Br,<eos>,,,,,,,,,,,,
COc1cc(N)c(NC(=O)c2cc(C)n(C3CC3)c2C)cc1OC,<bos>,C,<2>,c1cc[nH]c1,<0>,<4>,(,C,),<3>,(,<0>,C1CC1,),C=O,N,<5>,c1ccccc1,<2>,<3>,(,O,C,),<0>,(,N,),O,C,<eos>,,
CCS(=O)(=O)NC(C)c1cc(F)ccc1F,<bos>,F,<0>,c1ccccc1,<4>,<3>,(,F,),C,(,C,),N,O=[SH2]=O,C,C,<eos>,,,,,,,,,,,,,,,
Cc1cc(OCCC(O)CO)cc(C)c1Cl,<bos>,C,<2>,c1ccccc1,<0>,<4>,(,C,),<3>,(,Cl,),O,C,C,C,(,O,),C,O,<eos>,,,,,,,,,,
CCN1C(=O)C(C)(C)COc2cc(NC(C)=O)ccc21,<bos>,C,C,<11>,O=C1CCOc2ccccc2N1,<7>,<2>,(,C,),<2>,(,C,),N,C=O,C,<eos>,,,,,,,,,,,,,,,
Cc1nc(C)c(C(=O)N2Cc3nn4nccnc4c3C2)s1,<bos>,C,<3>,c1cscn1,<1>,<0>,(,C,),C=O,<10>,c1cnn2nc3c(c2n1)CNC3,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CNC(=O)N2CCCC(CN3CCOCC3)C2)c1,<bos>,C,<0>,c1ccccc1,<4>,C,N,C=O,<3>,C1CCNCC1,<1>,C,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,,
Cc1ccc(NC(=O)Cn2ccccc2=O)cc1Br,<bos>,Br,<4>,c1ccccc1,<0>,<3>,(,C,),N,C=O,C,<6>,O=c1cccc[nH]1,<eos>,,,,,,,,,,,,,,,,,,
CN(CCc1ccncc1)C(=O)c1ccc(F)c(F)c1,<bos>,F,<3>,c1ccccc1,<0>,<4>,(,F,),C=O,N,(,C,),C,C,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,
O=C(NCC(O)c1ccccc1)Nc1ccc(-n2cncn2)cc1,<bos>,O,C,(,<0>,c1ccccc1,),C,N,C=O,N,<0>,c1ccccc1,<3>,<3>,c1nc[nH]n1,<eos>,,,,,,,,,,,,,,,,
COc1ccc(CN2CCN(c3nccc(C(F)(F)F)n3)CC2)cc1,<bos>,F,C,(,F,),(,F,),<1>,c1cncnc1,<3>,<5>,C1CNCCN1,<2>,C,<3>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,
O=C(CSc1nnc(C2CC2)n1-c1ccccc1)NCC1CCCO1,<bos>,C1CC1,<0>,<3>,c1nnc[nH]1,<0>,<4>,(,<0>,c1ccccc1,),S,C,C=O,N,C,<4>,C1CCOC1,<eos>,,,,,,,,,,,,,,
CCN(CC)C(=O)c1cc(Cn2nnc(-c3ccc4c(c3)OCO4)n2)on1,<bos>,C,C,N,(,C,C,),C=O,<1>,c1cnoc1,<4>,C,<3>,c1nn[nH]n1,<0>,<0>,c1ccc2c(c1)OCO2,<eos>,,,,,,,,,,,,,,
COCC(NS(=O)(=O)c1ccc(C)c(Cl)c1)c1ccccc1,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,Cl,),O=[SH2]=O,N,C,(,<0>,c1ccccc1,),C,O,C,<eos>,,,,,,,,,,,,,
NC(=O)Cc1ccc(NC(=O)n2c(=O)oc3ccccc32)cc1,<bos>,N,C=O,C,<0>,c1ccccc1,<3>,N,C=O,<2>,O=c1[nH]c2ccccc2o1,<eos>,,,,,,,,,,,,,,,,,,,,,
CC(=O)Nc1cccc(C(=O)OCC(=O)c2cc(C)n(C3CC3)c2C)c1,<bos>,C,<2>,c1cc[nH]c1,<0>,<4>,(,C,),<3>,(,<0>,C1CC1,),C=O,C,O,C=O,<4>,c1ccccc1,<0>,N,C=O,C,<eos>,,,,,,,,
COc1ccc2c(c1)C(C1COCCN1)NCC2,<bos>,C,O,<1>,c1ccc2c(c1)CCNC2,<9>,<0>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CC(NC(C)c1nc(C(C)(C)C)cs1)c1cccnc1,<bos>,C,C,(,C,),(,C,),<0>,c1cscn1,<3>,C,(,C,),N,C,(,<1>,c1ccncc1,),C,<eos>,,,,,,,,,
CCCNC(=O)N1CCN(c2ncnc3c2cnn3CCO)CC1,<bos>,C,C,C,N,C=O,<2>,C1CNCCN1,<5>,<2>,c1ncc2cn[nH]c2n1,<6>,C,C,O,<eos>,,,,,,,,,,,,,,,,,
Cn1c(COC(=O)Cn2cnc3ccccc3c2=O)nnc1C1CC1,<bos>,C,<4>,c1nnc[nH]1,<0>,<3>,(,<0>,C1CC1,),C,O,C=O,C,<2>,O=c1[nH]cnc2ccccc12,<eos>,,,,,,,,,,,,,,,,
CCC(C)C(=O)Nc1ccnn1C1CCC(C)(C)CC1,<bos>,C,C,C,(,C,),C=O,N,<4>,c1cn[nH]c1,<3>,<0>,C1CCCCC1,<3>,<3>,(,C,),C,<eos>,,,,,,,,,,,,
CC(C)S(=O)(=O)N1CCC(CNC(=O)NC2CCCCC2)CC1,<bos>,C,C,(,C,),O=[SH2]=O,<3>,C1CCNCC1,<0>,C,N,C=O,N,<0>,C1CCCCC1,<eos>,,,,,,,,,,,,,,,,
COc1ccc(C(=O)N2CCN(CC(O)C3CC3)CC2)cc1,<bos>,O,C,(,<0>,C1CC1,),C,<5>,C1CNCCN1,<2>,C=O,<3>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,,,,
CCC(CC)N(C)C(=O)CCn1ncc(=O)c2ccccc21,<bos>,C,C,C,(,C,C,),N,(,C,),C=O,C,C,<4>,O=c1cn[nH]c2ccccc12,<eos>,,,,,,,,,,,,,,,
FC(F)(F)COc1ccnc(NC2CCCc3ccccc32)c1,<bos>,F,C,(,F,),(,F,),C,O,<0>,c1ccncc1,<4>,N,<9>,c1ccc2c(c1)CCCC2,<eos>,,,,,,,,,,,,,,,
CN(CCOc1ccccc1)C(=O)c1cccc(N(C)C)c1O,<bos>,C,N,(,C,),<0>,c1ccccc1,<4>,<5>,(,O,),C=O,N,(,C,),C,C,O,<0>,c1ccccc1,<eos>,,,,,,,,,
O=C(Nc1cccc(-n2cnnc2)c1)c1c(O)cc(F)cc1F,<bos>,F,<0>,c1ccccc1,<3>,<4>,(,F,),<2>,(,O,),C=O,N,<0>,c1ccccc1,<4>,<4>,c1nnc[nH]1,<eos>,,,,,,,,,,,,
O=C(NCC(O)c1cccc(F)c1)c1ccc(F)cc1,<bos>,F,<4>,c1ccccc1,<0>,C,(,O,),C,N,C=O,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,
COC(=O)CC1CCCCN1C(=O)c1cnc2c(c1)CCC2,<bos>,C,O,C=O,C,<2>,C1CCNCC1,<3>,C=O,<0>,c1cnc2c(c1)CCC2,<eos>,,,,,,,,,,,,,,,,,,,,,
N#CCCN(C(=O)Cc1ccccn1)c1nc2c(Cl)cccc2s1,<bos>,C#N,C,C,N,(,<5>,c1ccc2scnc2c1,<8>,Cl,),C=O,C,<2>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,
O=C(CCc1ccco1)Nc1cccc(C(=O)Nn2cnnc2)c1,<bos>,c1ccoc1,<4>,C,C,C=O,N,<0>,c1ccccc1,<4>,C=O,N,<4>,c1nnc[nH]1,<eos>,,,,,,,,,,,,,,,,,,
O=C(NCC1CCCC1)c1nc2ncc(Br)cn2n1,<bos>,C1CCCC1,<0>,C,N,C=O,<5>,c1cnc2ncnn2c1,<0>,Br,<eos>,,,,,,,,,,,,,,,,,,,,,,
O=C(c1cc2n(n1)CCCO2)N(Cc1ccccc1)CC1CCCO1,<bos>,c1cc2n(n1)CCCO2,<0>,C=O,N,(,C,<0>,c1ccccc1,),C,<4>,C1CCOC1,<eos>,,,,,,,,,,,,,,,,,,,
Cn1c(C(=O)OCc2nnnn2C2CC2)cc2sccc21,<bos>,C,<7>,c1cc2sccc2[nH]1,<0>,C=O,O,C,<0>,c1nnn[nH]1,<4>,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,
,<bos>,C,<15>,c1nnc2c3c4c(sc3ncn12)COCC4,<10>,<13>,(,C,),<3>,c1cn[nH]c1,<1>,<4>,(,C,),C,<eos>,,,,,,,,,,,,,,,
