smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
CC(C)[C@H](N)C(=O)N1CCC2(CC1)CSc1ccccc12,<bos>,C,C,(,C,),C|S,(,C=O,<11>,c1ccc2c(c1)SCC21CCNCC1,),N,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C(=O)NCc1ccc(C(=O)O)cc1)c1cc(I)c(O)c(Cc2ccccc2)c1,<bos>,C,C,(,<0>,c1ccccc1,<4>,<2>,(,I,),<3>,(,O,),C,<0>,c1ccccc1,),C=O,N,C,<0>,c1ccccc1,<3>,C=O,O,<eos>,,,,,,,,,,,,,
C[C@H](NC[C@@H](O)n1cc(Br)c2ccccc21)c1ccccc1,<bos>,c1ccccc1,<0>,C|S,(,C,),N,C,C|R,(,O,),<4>,c1ccc2[nH]ccc2c1,<6>,Br,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cc1nc2c(c(-c3ccc(F)cc3Cl)c1CCC1CCCC1)C(=O)N(C)C2,<bos>,Cl,<4>,c1ccccc1,<3>,<0>,(,F,),<8>,O=C1NCc2ncccc21,<2>,<7>,(,C,C,<0>,C1CCCC1,),<6>,(,C,),C,<eos>,,,,,,,,,,,,,,,,
O=C(NC(=S)Nc1cccc(OC(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,<bos>,F,C,(,F,),(,F,),<2>,c1ccccc1,<0>,<4>,(,C,(,F,),(,F,),F,),C=O,N,C=S,N,<0>,c1ccccc1,<4>,O,C,(,F,),(,F,),F,<eos>,
COc1ccccc1Nc1c(C(=O)C2CCCC2)cnc2ccc(-c3cc(Cl)c(O)c(I)c3)cc12,<bos>,O,<3>,c1ccccc1,<0>,<4>,(,Cl,),<2>,(,I,),<0>,c1ccc2ncccc2c1,<7>,<6>,(,C=O,<0>,C1CCCC1,),N,<0>,c1ccccc1,<5>,O,C,<eos>,,,,,,,,,,,,
COC(=O)Cc1nn(-c2ccc(Cl)cc2Cl)c(-c2ccc(Cl)cc2)c1-c1ccc(OC)cc1,<bos>,Cl,<0>,c1ccccc1,<3>,<4>,(,Cl,),<3>,c1cn[nH]c1,<1>,<4>,(,<0>,c1ccccc1,<3>,Cl,),<0>,(,<3>,c1ccccc1,<0>,O,C,),C,C=O,O,C,<eos>,,,,,,,,,
NS(=O)(=O)c1cccc(CCc2c[nH]cn2)c1,<bos>,N,O=[SH2]=O,<0>,c1ccccc1,<4>,C,C,<0>,c1c[nH]cn1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrC(=Cc1n[nH]c(-c2ccccc2)n1)c1ccccc1,<bos>,c1ccccc1,<0>,<1>,C=C,<0>,<1>,(,Br,),<0>,c1nc[nH]n1,<2>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Cc1ccc(Cl)cc1)Nc1ccc(CN2CCC(Nc3ncccn3)CC2)cc1F,<bos>,Cl,<3>,c1ccccc1,<0>,C,C=O,N,<5>,c1ccccc1,<2>,<0>,(,F,),C,<3>,C1CCNCC1,<0>,N,<3>,c1cncnc1,<eos>,,,,,,,,,,,,,,,,,,
Cc1cn2c(-c3ccc(F)cc3)nnc2c(OCCCN2CCOCC2)c1C#C[C@]1(O)CCN(C)C1=O,<bos>,C1COCCN1,<5>,C,C,C,O,<8>,c1ccn2cnnc2c1,<0>,<4>,(,<0>,c1ccccc1,<3>,F,),<1>,(,C,),<1>,C#C,<0>,<2R>,O=C1CCCN1,<2R>,<5>,(,C,),O,<eos>,,,,,,,,
O=C(NCc1ccccn1)c1ccnc(N2CCN(c3cc(F)ccc3C(F)(F)F)C(=O)C2)c1F,<bos>,F,<3>,c1ccccc1,<5>,<0>,(,C,(,F,),(,F,),F,),<6>,O=C1CNCCN1,<3>,<4>,c1ccncc1,<0>,<5>,(,F,),C=O,N,C,<2>,c1ccncc1,<eos>,,,,,,,,,
CC(C)(C[C@H](NC(=O)[C@@H](S)Cc1ccccc1)C(=O)NCCc1ccccc1)C(=O)O,<bos>,O,C=O,C,(,C,),(,C,),C,C|S,(,C=O,N,C,C,<0>,c1ccccc1,),N,C=O,C|S,(,C,<0>,c1ccccc1,),S,<eos>,,,,,,,,,,,
Cc1nn(C)c(C(c2ccccc2)c2ccc(Cl)cc2)c1CC(=O)O,<bos>,O,C=O,C,<0>,c1cn[nH]c1,<4>,<3>,(,C,),<1>,(,C,),C,(,<0>,c1ccccc1,),<0>,c1ccccc1,<3>,Cl,<eos>,,,,,,,,,,,,,,,,
Cn1c(Cl)c(C(=O)NCCc2ccco2)c2c1C(=O)CCC2,<bos>,c1ccoc1,<4>,C,C,N,C=O,<6>,O=C1CCCc2cc[nH]c21,<7>,<8>,(,C,),Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@H]1Cc2cc(OC[C@H]3O[C@@H](O)[C@@H](O)[C@H]3O)ccc2C(=O)O1,<bos>,C,<3S>,O=C1OCCc2ccccc21,<7>,O,C,<4R>,C1CCOC1,<2R>,<1S>,(,O,),<0R>,(,O,),O,<eos>,,,,,,,,,,,,,,,,,,,,,
COc1cc(OC)c2c(=O)cc(C#Cc3ccc(CCN4CCCCC4)cc3)oc2c1,<bos>,C,O,<7>,O=c1ccoc2ccccc12,<3>,<9>,(,O,C,),<0>,C#C,<1>,<0>,c1ccccc1,<3>,C,C,<3>,C1CCNCC1,<eos>,,,,,,,,,,,,,,,,,,,
Cc1c[nH]c2ccc(Nc3ncc(F)c(N[C@H]4[C@@H](C(N)=O)[C@@H]5C=C[C@H]4C5)n3)cc12,<bos>,N,C=O,<3S>,C1=CC2CCC1C2|2S5R,<4R>,N,<5>,c1cncnc1,<3>,<0>,(,F,),N,<0>,c1ccc2[nH]ccc2c1,<6>,C,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C(NCc1ccccc1)c1c(F)[nH]c(=O)c2c(Cl)c(F)ccc12,<bos>,c1ccccc1,<0>,C,N,C=O,<4>,O=c1[nH]ccc2ccccc12,<9>,<8>,(,F,),<3>,(,F,),Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,
O=C1CN(Cc2ccccc2-c2ccccc2)CCN1C1CCCCC1,<bos>,c1ccccc1,<0>,<5>,c1ccccc1,<0>,C,<3>,O=C1CNCCN1,<6>,<0>,C1CCCCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)[S+]([O-])c1cc(-c2ccc(CN3CCN(C4CC4)CC3)cc2)c(OC[C@@H](O)CO)cn1,<bos>,C,C,(,C,),[O-][SH2+],<2>,c1ccncc1,<5>,<0>,(,<0>,c1ccccc1,<3>,C,<2>,C1CNCCN1,<5>,<0>,C1CC1,),O,C,C|S,(,O,),C,O,<eos>,,,,,,,,,,
O=C(N1CCCC1)n1oc(=O)c(S(=O)(=O)c2ccccc2)c1Cl,<bos>,C1CCNC1,<3>,C=O,<4>,O=c1cc[nH]o1,<3>,<2>,(,O=[SH2]=O,<0>,c1ccccc1,),Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)C(=O)c1cnc2ccc(C=Cc3ccccc3)cc2c1Nc1cc(Cl)cc(Cl)c1,<bos>,Cl,<4>,c1ccccc1,<0>,<2>,(,Cl,),N,<7>,c1ccc2ncccc2c1,<6>,<0>,(,<0>,C=C,<1>,<0>,c1ccccc1,),C=O,N,(,C,),C,<eos>,,,,,,,,,,,,,
CC(=O)c1ccc(S(=O)(=O)N2Cc3nc(-c4ccc(Cl)cc4)sc3C2)cc1F,<bos>,C,C=O,<3>,c1ccccc1,<4>,<0>,(,O=[SH2]=O,<6>,c1nc2c(s1)CNC2,<0>,<0>,c1ccccc1,<3>,Cl,),F,<eos>,,,,,,,,,,,,,,,,,,,,,,
C[C@@H]1C(=O)NCC(F)CN1C(=O)C[C@H](N)Cc1cc(F)cc(F)c1F,<bos>,F,<0>,c1ccccc1,<4>,<3>,(,F,),<2>,(,F,),C,C|R,(,N,),C,C=O,<3>,O=C1CNCCCN1,<2R>,<5>,(,F,),C,<eos>,,,,,,,,,,,,
O=C(Nc1ccccc1)N1CCc2cc(Cl)cc(Cl)c21,<bos>,c1ccccc1,<0>,N,C=O,<8>,c1ccc2c(c1)CCN2,<0>,<2>,(,Cl,),Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc([C@H]2CNCCO2)ccc1OCC1CC1,<bos>,C1CC1,<0>,C,O,<3>,c1ccccc1,<4>,<0>,(,<1S>,C1COCCN1,),O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
O=S(=O)(Nc1ccc(C=NNc2ccc(C(F)(F)F)cc2)c(Cl)c1)c1ccccc1,<bos>,F,C,(,F,),(,F,),<3>,c1ccccc1,<0>,N,<1>,C=N,<0>,<3>,c1ccccc1,<0>,<4>,(,Cl,),N,O=[SH2]=O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,
Cc1ccc2c(-c3nnc(SCC(=O)Nc4ccc(S(N)(=O)=O)cc4)n3C)cccc2n1,<bos>,C,<4>,c1nnc[nH]1,<3>,<0>,(,<9>,c1ccc2ncccc2c1,<5>,C,),S,C,C=O,N,<0>,c1ccccc1,<3>,O=[SH2]=O,N,<eos>,,,,,,,,,,,,,,,,,,,
N#Cc1cnc(Nc2ccc(N3CCN(C(=O)c4ccccc4)CC3)cc2)nc1Nc1cccc2ccccc12,<bos>,C#N,<0>,c1cncnc1,<5>,<3>,(,N,<0>,c1ccccc1,<3>,<2>,C1CNCCN1,<5>,C=O,<0>,c1ccccc1,),N,<2>,c1ccc2ccccc2c1,<eos>,,,,,,,,,,,,,,,,,,,
COc1ccc(-c2ncc(C(F)(F)F)nc2-c2nonc2N)cc1,<bos>,N,<1>,c1cnon1,<0>,<4>,c1cnccn1,<3>,<0>,(,C,(,F,),(,F,),F,),<3>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,,,,,
Cc1cccc(-c2c(C(=O)c3cc(F)ccc3O)nn3c2CCC3)n1,<bos>,C,<2>,c1ccncc1,<4>,<1>,c1cc2n(n1)CCC2,<0>,C=O,<4>,c1ccccc1,<0>,<3>,(,O,),F,<eos>,,,,,,,,,,,,,,,,,,,,,,,
COCC1CCC(Nc2c(C(C)=O)cnc3ccc(-c4ccc(O)c(Cl)c4)cc23)CC1,<bos>,O,<3>,c1ccccc1,<0>,<4>,(,Cl,),<0>,c1ccc2ncccc2c1,<7>,<6>,(,C=O,C,),N,<0>,C1CCCCC1,<3>,C,O,C,<eos>,,,,,,,,,,,,,,,,
COc1cccc(CS(=O)(=O)NC(Cn2ccnc2)C(=O)N2CCCN(S(N)(=O)=O)CC2)c1,<bos>,c1c[nH]cn1,<2>,C,C,(,N,O=[SH2]=O,C,<0>,c1ccccc1,<4>,O,C,),C=O,<2>,C1CNCCNC1,<5>,O=[SH2]=O,N,<eos>,,,,,,,,,,,,,,,,,,,
Nc1ncc([C@H]2OC(n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)nc1Br,<bos>,N,<2>,c1ncc2nc[nH]c2n1,<6>,<4>,C1CCOC1,<2R>,<0R>,(,O,),<1S>,(,O,),<0>,c1cnccn1,<4>,<3>,(,N,),Br,<eos>,,,,,,,,,,,,,,,,
CC(=O)OCC1CCN(CCCc2c[nH]c3ccc(O)cc23)CC1,<bos>,O,<0>,c1ccc2[nH]ccc2c1,<6>,C,C,C,<3>,C1CCNCC1,<0>,C,O,C=O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1c(Nc2ccnc3cc(-c4ccc5c(cnn5C)c4)sc23)cnc2[nH]ccc12,<bos>,C,<4>,c1ccc2[nH]ncc2c1,<0>,<5>,c1cnc2ccsc2c1,<8>,N,<0>,c1cnc2[nH]ccc2c1,<8>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOc1ccc(Nc2nnc(-c3ccccc3-c3nn[nH]n3)o2)cc1,<bos>,C,C,O,<0>,c1ccccc1,<3>,N,<3>,c1nnco1,<0>,<0>,c1ccccc1,<5>,<0>,c1nn[nH]n1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NCCc1cc(F)cc(Cl)c1)C1CCN(Cc2ccc(OC(F)(F)F)cc2)CC1,<bos>,F,C,(,F,),(,F,),O,<3>,c1ccccc1,<0>,C,<3>,C1CCNCC1,<0>,C=O,N,C,C,<0>,c1ccccc1,<4>,<2>,(,F,),Cl,<eos>,,,,,,,,,,,
CCN1c2ncccc2C(=O)N(C)c2ccc(-c3nc(C)cs3)nc21,<bos>,C,C,<9>,O=C1Nc2cccnc2Nc2ncccc21,<2>,<6>,(,<3>,c1cscn1,<0>,C,),C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCC(=O)N(CCN(CC)CC)Cc1ccc(C#Cc2ccc(Oc3ccc(C#N)cc3)cc2)cc1,<bos>,C,C,C,C=O,N,(,C,<0>,c1ccccc1,<3>,<0>,C#C,<1>,<0>,c1ccccc1,<3>,O,<0>,c1ccccc1,<3>,C#N,),C,C,N,(,C,C,),C,C,<eos>,,,,,,,,
CCc1cc(Cl)c(Cl)c(Cl)c1O[C@@H](C)[C@H](O)[C@H](N)CC(C)(C)C,<bos>,C,C,(,C,),(,C,),C,C|R,(,N,),C|R,(,O,),C|S,(,C,),O,<3>,c1ccccc1,<2>,<5>,(,Cl,),<4>,(,Cl,),<0>,(,Cl,),C,C,<eos>
CCN1CCN(c2nccc(OCc3ccc(Cl)c(Cl)c3)n2)CC1,<bos>,Cl,<4>,c1ccccc1,<3>,<0>,(,C,O,<1>,c1cncnc1,<3>,<5>,C1CNCCN1,<2>,C,C,),Cl,<eos>,,,,,,,,,,,,,,,,,,,,,
CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC1CCCCC1)NS(=O)(=O)c1ccccc1C,<bos>,C,C,<3S>,O=C1CCOC1,<2S>,N,C=O,C|S,(,C,<0>,C1CCCCC1,),N,O=[SH2]=O,<0>,c1ccccc1,<5>,C,<eos>,,,,,,,,,,,,,,,,,,,,
CNc1nc(-c2ccc(NCC3CC3)c(C)c2)cc2ncn(C)c(=O)c12,<bos>,C,N,<9>,O=c1[nH]cnc2ccncc12,<7>,<2>,(,C,),<0>,c1ccccc1,<4>,<3>,(,N,C,<0>,C1CC1,),C,<eos>,,,,,,,,,,,,,,,,,,,
CCCCCCCCCCCCC=CCC=CCCCCCC(=O)O,<bos>,O,C=O,C,C,C,C,C,<1>,C=C,<0>,C,<1>,C=C,<0>,C,C,C,C,C,C,C,C,C,C,C,C,<eos>,,,,,,,,,,,,,
Clc1c(SCc2ccccc2)sc2ccc(C=Cc3ccccc3)nc12,<bos>,c1ccccc1,<0>,<1>,C=C,<0>,<1>,c1cnc2ccsc2c1,<5>,<4>,(,Cl,),S,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cn1cc(C2=C(n3ccc4ccccc43)C(=O)NC2=O)c2ccccc21,<bos>,c1ccc2[nH]ccc2c1,<4>,<2>,O=C1C=CC(=O)N1,<3>,<6>,c1ccc2[nH]ccc2c1,<4>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS(=O)(=O)c1ccc(OCCO)c(C=C2SC(=S)N(CC(=O)CO)C2=O)c1,<bos>,O,C,C=O,C,<5>,C=C1SC(=S)NC1=O,<0>,<4>,c1ccccc1,<0>,<3>,(,O,C,C,O,),O=[SH2]=O,C,<eos>,,,,,,,,,,,,,,,,,,,,
COc1cc2ncnc(Nc3ccc(C(C)(F)F)c(Cl)c3)c2cc1OCCN1CCCCC1,<bos>,F,C,(,C,),(,F,),<3>,c1ccccc1,<0>,<4>,(,Cl,),N,<7>,c1ccc2ncncc2c1,<0>,<1>,(,O,C,),O,C,C,<3>,C1CCNCC1,<eos>,,,,,,,,,,
COc1ccc(S(=O)(=O)c2cc3c(cc2OC[C@H](N)C(=O)O)NCCC3)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,O=[SH2]=O,<0>,c1ccc2c(c1)CCCN2,<1>,O,C,C|S,(,C=O,O,),N,<eos>,,,,,,,,,,,,,,,,,,,,,,
N#CCCNC(=O)c1ccc(Nc2c(C(=O)O)cnc3ccc(-c4cc(F)c(F)c(F)c4)cc23)cc1,<bos>,C#N,C,C,N,C=O,<3>,c1ccccc1,<0>,N,<7>,c1ccc2ncccc2c1,<6>,<0>,(,<0>,c1ccccc1,<3>,<2>,(,F,),<4>,(,F,),F,),C=O,O,<eos>,,,,,,,,,,
COc1ccccc1N(N=Cc1cn(Cc2cccc(CC(=O)O)c2)c2ccccc12)S(=O)(=O)c1ccc(C)cc1,<bos>,O,C=O,C,<4>,c1ccccc1,<0>,C,<4>,c1ccc2[nH]ccc2c1,<6>,<0>,C=N,<1>,N,(,O=[SH2]=O,<3>,c1ccccc1,<0>,C,),<5>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,,
CC[C@H](O)[C@@H]1C(=O)NC[C@@H]1C(=O)Nc1cc(-c2ccccc2)n(C(C)(C)C)n1,<bos>,C,C,C|S,(,O,),<2R>,O=C1CCCN1,<3R>,C=O,N,<1>,c1cn[nH]c1,<3>,<4>,(,<0>,c1ccccc1,),C,(,C,),(,C,),C,<eos>,,,,,,,,,,,,
O=C1C(c2ccccn2)C(O)CN1Sc1ccccc1,<bos>,c1ccncc1,<2>,<2>,O=C1CCCN1,<5>,<3>,(,O,),S,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
N#CC1(c2ccc(Cl)cc2)CCN(C2CCN(Cc3ccccc3)CC2)CC1,<bos>,c1ccccc1,<0>,C,<3>,C1CCNCC1,<0>,<3>,C1CCNCC1,<0>,<0>,(,<0>,c1ccccc1,<3>,Cl,),C#N,<eos>,,,,,,,,,,,,,,,,,,,,,,
Fc1ccc(Nc2ncnc3cccc(NC4CCCCCCC4)c23)cc1Cl,<bos>,Cl,<4>,c1ccccc1,<0>,<3>,(,F,),N,<7>,c1ccc2ncncc2c1,<9>,N,<0>,C1CCCCCCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(OC)c(C2=C(c3cn(Cc4ccccc4)c4ccccc34)C(=O)NC2=O)c1,<bos>,c1ccccc1,<0>,C,<4>,c1ccc2[nH]ccc2c1,<6>,<2>,O=C1C=CC(=O)N1,<3>,<4>,c1ccccc1,<0>,<3>,(,O,C,),O,C,<eos>,,,,,,,,,,,,,,,,,,,,
CC(C)C[C@H](NC(=O)c1ccc(C#N)cc1)C(=O)c1nc2ccccc2o1,<bos>,C,C,(,C,),C,C|S,(,C=O,<5>,c1ccc2ocnc2c1,),N,C=O,<0>,c1ccccc1,<3>,C#N,<eos>,,,,,,,,,,,,,,,,,,,,,
CCC(C)=CCCN1C(=O)C(NC(=O)Nc2cccc(Cl)c2Cl)N=C(C)c2ccccc21,<bos>,C,C,<1>,C=C,<0>,<1>,(,C,),C,C,<11>,O=C1CN=Cc2ccccc2N1,<2>,<4>,(,C,),N,C=O,N,<0>,c1ccccc1,<4>,<5>,(,Cl,),Cl,<eos>,,,,,,,,,,
CCN(CC)S(=O)(=O)C1C(=O)N2c3cc(N(C)C)ccc3Cc3cccc1c32,<bos>,C,C,N,(,C,C,),O=[SH2]=O,<2>,O=C1Cc2cccc3c2N1c1ccccc1C3,<12>,N,(,C,),C,<eos>,,,,,,,,,,,,,,,,,,,,,,,
C=CCCN(CC(=O)O)Cc1ccc(C(=N)N)cc1,<bos>,N,<0>,C=N,<0>,<3>,c1ccccc1,<0>,C,N,(,C,C=O,O,),C,C,<0>,C=C,<eos>,,,,,,,,,,,,,,,,,,,,,
CCCn1c(=O)c2[nH]c(-c3ccc4c(c3)OCO4)cc2n(CCC)c1=O,<bos>,C,C,C,<2>,O=c1[nH]c(=O)c2[nH]ccc2[nH]1,<7>,<10>,(,C,C,C,),<0>,c1ccc2c(c1)OCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CCc1ccc(O[C@@]2(Oc3ccc(N(C)C)cc3)CCc3cccnc3CC2)c(OC)c1,<bos>,C,O,<4>,c1ccccc1,<3>,<0>,(,C,C,),O,<8R>,c1cnc2c(c1)CCCCC2,<8S>,O,<0>,c1ccccc1,<3>,N,(,C,),C,<eos>,,,,,,,,,,,,,,,,
CN(C(=O)c1ccc(-c2ccccc2)cc1)C1CCc2ccccc2C1O,<bos>,c1ccccc1,<0>,<3>,c1ccccc1,<0>,C=O,N,(,C,),<8>,c1ccc2c(c1)CCCC2,<9>,O,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
Cn1ccc(OC(=O)c2ccc3c(c2)CCC2=C(C4CC4)C(=O)CCN23)n1,<bos>,C,<3>,c1cn[nH]c1,<1>,O,C=O,<8>,O=C1C=C2CCc3ccccc3N2CC1,<2>,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1C(=Cc2nn(Cc3cc(F)ccc3F)c3ccc(O)cc23)Oc2ccccc21,<bos>,F,<0>,c1ccccc1,<4>,<3>,(,F,),C,<4>,c1ccc2[nH]ncc2c1,<0>,<6>,(,<0>,C=C1Oc2ccccc2C1=O,),O,<eos>,,,,,,,,,,,,,,,,,,,,,
COCc1cc(N2CCN(C(=NC#N)NCc3ccc(Cl)c(Cl)c3)[C@@H](C)C2)ccc1OC,<bos>,C,O,C,<4>,c1ccccc1,<0>,<3>,(,O,C,),<2>,C1CNCCN1,<5>,<0S>,(,C,),<0>,C=N,<0>,<1>,(,C#N,),N,C,<0>,c1ccccc1,<3>,<4>,(,Cl,),Cl,<eos>,,,,
COCC=CC(=O)Nc1cc2c(Nc3ccc(Cl)cc3Cl)ncnc2cc1OC,<bos>,C,O,C,<0>,C=C,<1>,C=O,N,<0>,c1ccc2ncncc2c1,<1>,<7>,(,N,<3>,c1ccccc1,<4>,<0>,(,Cl,),Cl,),O,C,<eos>,,,,,,,,,,,,,,
COc1ccc(-c2cc(-c3ccc(O)cc3)nn2NC(=O)Cc2cccc(Cl)c2)cc1,<bos>,C,O,<3>,c1ccccc1,<0>,<4>,c1cn[nH]c1,<3>,<1>,(,<0>,c1ccccc1,<3>,O,),N,C=O,C,<0>,c1ccccc1,<4>,Cl,<eos>,,,,,,,,,,,,,,,,,
COc1cc(C)cc(N2CCC(NC(=O)c3cc(Cl)c(I)cc3C)CC2)c1,<bos>,C,<0>,c1ccccc1,<2>,<4>,(,O,C,),<3>,C1CCNCC1,<0>,N,C=O,<0>,c1ccccc1,<2>,<5>,(,C,),<3>,(,I,),Cl,<eos>,,,,,,,,,,,,,
COc1cc2ncnc(N3CCN(C(=O)Nc4cccc5ccccc45)CC3)c2cc1OCCCN1CCCC1,<bos>,C1CCNC1,<3>,C,C,C,O,<0>,c1ccc2ncncc2c1,<7>,<1>,(,O,C,),<2>,C1CNCCN1,<5>,C=O,N,<2>,c1ccc2ccccc2c1,<eos>,,,,,,,,,,,,,,,,,,
Nc1noc2ccc(-c3cc(C(F)(F)F)cnc3C#Cc3cccnc3)cc12,<bos>,c1ccncc1,<1>,<1>,C#C,<0>,<4>,c1ccncc1,<1>,<5>,(,<0>,c1ccc2oncc2c1,<6>,N,),C,(,F,),(,F,),F,<eos>,,,,,,,,,,,,,,,,
O=C(NC(=S)NC1CCN(Cc2ccc(Cl)c(Cl)c2)CC1)c1ccccc1,<bos>,c1ccccc1,<0>,C=O,N,C=S,N,<0>,C1CCNCC1,<3>,C,<0>,c1ccccc1,<3>,<4>,(,Cl,),Cl,<eos>,,,,,,,,,,,,,,,,,,,,,
Nc1ncnc2c1c(-c1ccc(O)c(O)c1)nn2CC=Cc1ccc(F)cc1,<bos>,F,<3>,c1ccccc1,<0>,<1>,C=C,<0>,C,<6>,c1ncc2cn[nH]c2n1,<4>,<2>,(,N,),<0>,c1ccccc1,<4>,<3>,(,O,),O,<eos>,,,,,,,,,,,,,,,,
Cc1cc(C(=O)Nc2ccc(C(F)(F)F)cc2)ccc1OC[C@H](O)CCN1CCCC1=O,<bos>,O,C|R,(,C,C,<5>,O=C1CCCN1,),C,O,<3>,c1ccccc1,<0>,<4>,(,C,),C=O,N,<0>,c1ccccc1,<3>,C,(,F,),(,F,),F,<eos>,,,,,,,,,
CCC1CCC(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)c2cc(-c3cccc(C(F)(F)F)c3)ccc21,<bos>,C,C,<6>,c1ccc2c(c1)CCCC2,<9>,<1>,(,<0>,c1ccccc1,<4>,C,(,F,),(,F,),F,),C=O,N,O=[SH2]=O,<0>,c1ccccc1,<3>,Cl,<eos>,,,,,,,,,,,,,
CCCCCCC=C[C@H](O)CCCCCCCC,<bos>,C,C,C,C,C,C,<0>,C=C,<1>,C|R,(,C,C,C,C,C,C,C,C,),O,<eos>,,,,,,,,,,,,,,,,,,
CCOc1[nH]nc(OO)c1-c1nc2ccc(OC)cc2s1,<bos>,C,O,<1>,c1ccc2scnc2c1,<5>,<0>,c1cn[nH]c1,<1>,<4>,(,O,C,C,),O,O,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cc1nn(C)c(C)c1-c1nc(C)n2ncnc(NC[C@@H]3CCCO3)c12,<bos>,C1CCOC1,<4S>,C,N,<2>,c1ncc2cncn2n1,<4>,<6>,(,C,),<0>,c1cn[nH]c1,<1>,<4>,(,C,),<3>,(,C,),C,<eos>,,,,,,,,,,,,,,,,
C=CCN(C)CC(=O)N(Cc1ccc(F)cc1)[C@H](CO)C(N)=O,<bos>,N,C=O,C|R,(,C,O,),N,(,C,<0>,c1ccccc1,<3>,F,),C=O,C,N,(,C,),C,<0>,C=C,<eos>,,,,,,,,,,,,,,,
Cc1ccc(C=CC(=O)c2ccc(S(=O)(=O)Nc3ccccn3)cc2)cc1,<bos>,c1ccncc1,<2>,N,O=[SH2]=O,<3>,c1ccccc1,<0>,C=O,<1>,C=C,<0>,<3>,c1ccccc1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CCOP(=O)(CC(Cc1ccc(O)cc1O)c1ccc(OC)c(OC)c1)OCC,<bos>,C,C,O,O=[PH3],(,O,C,C,),C,C,(,<0>,c1ccccc1,<3>,<4>,(,O,C,),O,C,),C,<3>,c1ccccc1,<4>,<0>,(,O,),O,<eos>,,,,,,,
CCCOC(=O)c1nn(-c2ccc(Cl)cc2Cl)c(-c2ccc(Cl)cc2)c1-c1ccccn1,<bos>,C,C,C,O,C=O,<1>,c1cn[nH]c1,<3>,<0>,(,<2>,c1ccncc1,),<4>,(,<0>,c1ccccc1,<3>,Cl,),<3>,c1ccccc1,<4>,<0>,(,Cl,),Cl,<eos>,,,,,,,,,,,
CN(C)CCNCc1nc2cc(-c3ccc(Cl)cc3)ccn2c1-c1ccccc1,<bos>,C,N,(,C,),C,C,N,C,<5>,c1ccn2ccnc2c1,<4>,<0>,(,<0>,c1ccccc1,<3>,Cl,),<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,
COC(=O)N1CCN(C(=O)c2cc(OC)c(-c3ccccc3)s2)CC1,<bos>,C,O,C=O,<2>,C1CNCCN1,<5>,C=O,<2>,c1ccsc1,<0>,<4>,(,<0>,c1ccccc1,),O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cn1cc(C(=O)Nc2ccc(Nc3ncnc4ccc(N5CCOCC5)cc34)cc2)c(-c2ccncc2)n1,<bos>,c1ccncc1,<0>,<1>,c1cn[nH]c1,<0>,<3>,(,C,),C=O,N,<0>,c1ccccc1,<3>,N,<7>,c1ccc2ncncc2c1,<0>,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,,,
